uid,hotkey,hotkey_short,name,stake,div,incentive,emission,tv,consensus,take,take_known,is_ghost,staleness_blocks,staleness_hours,stale_flag,your_yield,top1_pct,top3_pct,conc_flag,nominator_count,self_stake_pct,subnet_count
55,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5E4z3h9y...,,14120.8525390625,0.10218966752290726,0.0,0.5686779618263245,0.5142900943756104,0.0,0.0899977111467155,True,False,6955,23.183333333333334,FRESH,0.0006539188215865732,0.26619285486388716,0.5608557583394587,MODERATE,215,0.0,6
8,5FnGPRV7fQSWjHo8Q3Bgrn7GzciQKJKUitv9WCwqTzZKMVZZ,5FnGPRV7...,,11883.875,0.04113832488656044,0.05061417445540428,0.5106600522994995,0.6325322389602661,0.036987870931625366,0.0,True,False,4148925,13829.75,STALE,0.00034328065743810277,0.6006346070196488,0.8088537102831931,HIGH,111,0.0,1
9,5CszMVts9ueMUSKdAwLFSLT7u4oyxN7fUBpo8Z3ETw1ggMUV,5CszMVts...,,13624.029296875,0.027710383757948875,0.07138170301914215,0.5514393448829651,0.27582207322120667,0.05426108092069626,0.05999847409781033,True,False,1814,6.046666666666667,FRESH,0.00018979705196154275,0.2546051697799237,0.576043758734949,MODERATE,111,0.00011009958958638583,1
15,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5CsvRJXu...,,163707.796875,0.20885023474693298,0.0,1.162156105041504,0.5075608491897583,0.0,0.0899977111467155,True,False,4095969,13653.23,STALE,0.00011602267735294865,0.2079650547343214,0.487243541012774,DISTRIBUTED,816,0.0,51
61,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5GP7c3fF...,,82046.515625,0.06839093565940857,0.0,0.3805982172489166,0.7504844665527344,0.0,0.0009918364232852674,True,False,28240,94.13333333333334,STALE,8.317224719584568e-05,0.18870476311607368,0.3500153407005839,DISTRIBUTED,659,0.0,29
3,5Ggasr6fQqKZXuovBTT44GvhuoFpxBsXGPY3AUtFr9mWxGTV,5Ggasr6f...,,141381.609375,0.13336385786533356,0.0,0.7421349287033081,0.548699140548706,0.0,0.179995422293431,True,False,6958,23.19333333333333,FRESH,7.729553998804428e-05,0.24148819492161414,0.41378311649339516,DISTRIBUTED,1510,0.0,4
20,5DXdHixxtCvoa6GHKs2Jgrdzc61882Ftx1zN2sYFQuwgL1S1,5DXdHixx...,,746663.5625,0.41701382398605347,0.0004882887005805969,2.3231751918792725,0.6586251854896545,0.00041199359111487865,0.0899977111467155,True,False,4137800,13792.666666666666,STALE,5.081709303549065e-05,0.09586987589221817,0.1911397488060586,DISTRIBUTED,1104,0.0,1
2,5G3wMP3g3d775hauwmAZioYFVZYnvw6eY46wkFy8hEWD5KP3,5G3wMP3g...,,225297.921875,0.0012664988171309233,0.013977264054119587,0.08495710045099258,0.4112764298915863,0.009292744100093842,0.179995422293431,True,False,4109171,13697.236666666666,STALE,4.6075616805520376e-07,0.10520390396491407,0.24305376424494166,DISTRIBUTED,5268,0.08855456775954841,1
1,5E2LP6EnZ54m3wS8s1yPvD5c3xo71kQroBw7aUVK32TKeZ5u,5E2LP6En...,,1013189.375,0.0,0.045059893280267715,0.25075897574424744,0.3351033926010132,0.029404135420918465,0.0,True,True,21419,71.39666666666666,STALE,0.0,0.04350028018826361,0.11581094537302172,DISTRIBUTED,5195,5.9942495560709286e-05,117
54,5Ckaoft1B1CQ9zBV2FLVju4KPuMQzJVn7QUf3JeTvTq1uUes,5Ckaoft1...,,809762.375,0.0,0.0,0.0,0.00013733119703829288,0.0,0.179995422293431,True,True,5875405,19584.683333333334,STALE,0.0,0.2524591955864886,0.7163413084669252,MODERATE,95,0.0,1
6,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GKH9FPP...,,565020.3125,0.0,0.016464484855532646,0.09161641448736191,0.5271534323692322,0.014785991981625557,0.0899977111467155,True,True,2521,8.403333333333334,FRESH,0.0,0.1028296994865977,0.23572468326586543,DISTRIBUTED,8029,0.0,1
29,5CAQAgXxoU3NPo1YG5VQKz4Ackh7goNx3TvPD9A6LoqA7FmJ,5CAQAgXx...,,237964.53125,0.0,0.011490043252706528,0.06394300609827042,0.40570688247680664,0.009292744100093842,0.0899977111467155,True,True,4103217,13677.39,STALE,0.0,0.27029612859585356,0.5889031075500936,MODERATE,717,3.150204700260642e-09,13
4,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5HK5tp6t...,,235519.546875,0.0,0.143541619181633,0.7987699508666992,0.5206988453865051,0.09689478576183319,0.0899977111467155,True,True,4109694,13698.98,STALE,0.0,0.05092847801559564,0.14003123884286015,DISTRIBUTED,4661,0.0,8
10,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,5Dd8gaRN...,,189867.90625,0.0,0.0,0.0,0.48293277621269226,0.0,0.0,True,True,4973895,16579.65,STALE,0.0,0.1593311098261691,0.38468568587947516,DISTRIBUTED,71,0.11111405874408907,1
49,5H9ABR2Z4hvFkZycn3DuUfWvRYUAQXXu46uHgLFaNZ1ZL9dd,5H9ABR2Z...,,122896.234375,0.0,0.0,0.0,0.0,0.0,0.0899977111467155,True,True,31423,104.74333333333334,STALE,0.0,0.9630781570446676,0.9958384090072309,HIGH,17,0.0,25
18,5GTWwu3NCbYmVFzwfrXa1sx8y4UNLR3padWfVZwjNnDmySXP,5GTWwu3N...,,110149.5234375,0.0,0.0,0.0,0.1412832885980606,0.0,0.0,True,True,1531,5.1033333333333335,FRESH,0.0,0.664190952781501,0.9580094992460157,HIGH,50,0.0,1
5,5FtBncJvGhxjBs4aFn2pid6aur9tBUuo9QR7sHe5DkoRizzo,5FtBncJv...,,69661.7890625,0.0,0.009018082171678543,0.050193626433610916,0.5547112226486206,0.0073853665962815285,0.0899977111467155,True,True,26412,88.04,STALE,0.0,0.20223186556415673,0.3294920406135342,DISTRIBUTED,691,0.002752041930883644,1
