uid,hotkey,hotkey_short,name,stake,div,incentive,emission,tv,consensus,take,take_known,is_ghost,staleness_blocks,staleness_hours,stale_flag,your_yield,top1_pct,top3_pct,conc_flag,nominator_count,self_stake_pct,subnet_count
55,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5E4z3h9y...,,22346.923828125,0.10218966752290726,0.0,0.5686779618263245,0.5142900943756104,0.0,0.0899977111467155,True,False,3142820,10476.066666666668,STALE,1.3397538701637342e-05,0.35033155449137493,0.5877102523853358,MODERATE,235,4.70427520413879e-05,2
9,5CszMVts9ueMUSKdAwLFSLT7u4oyxN7fUBpo8Z3ETw1ggMUV,5CszMVts...,,7646.3388671875,0.027710383757948875,0.07138170301914215,0.5514393448829651,0.27582207322120667,0.05426108092069626,0.05999847409781033,True,False,3096306,10321.02,STALE,1.0964544121710507e-05,0.3924091864137007,0.7703524293208843,MODERATE,87,4.168278467695636e-06,1
8,5CVS9d1NcQyWKUyadLevwGxg6LgBcF9Lik6NSnbe5q59jwhE,5CVS9d1N...,,18299.76171875,0.04113832488656044,0.05061417445540428,0.5106600522994995,0.6325322389602661,0.036987870931625366,0.0,True,False,3149368,10497.893333333333,STALE,7.237367559572219e-06,0.6507784280460941,0.8228845763061051,HIGH,123,0.0010707019985591506,1
15,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5CsvRJXu...,,183942.234375,0.20885023474693298,0.0,1.162156105041504,0.5075608491897583,0.0,0.0899977111467155,True,False,3096412,10321.373333333333,STALE,3.326934602344454e-06,0.18376041379401853,0.4270091809478897,DISTRIBUTED,918,0.0,64
61,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5GP7c3fF...,,68747.3125,0.06839093565940857,0.0,0.3805982172489166,0.7504844665527344,0.0,0.0,True,False,3109934,10366.446666666667,STALE,3.2031579220611216e-06,0.3275584374902173,0.5155178784244878,MODERATE,551,0.0,24
20,5DXdHixxtCvoa6GHKs2Jgrdzc61882Ftx1zN2sYFQuwgL1S1,5DXdHixx...,,586559.25,0.41701382398605347,0.0004882887005805969,2.3231751918792725,0.6586251854896545,0.00041199359111487865,0.0899977111467155,True,False,3138243,10460.81,STALE,2.0832171217512047e-06,0.10264951839598835,0.21574136305594105,DISTRIBUTED,927,0.0,1
3,5Gq2gs4ft5dhhjbHabvVbAhjMCV2RgKmVJKAFCUWiirbRT21,5Gq2gs4f...,,293262.5,0.13336385786533356,0.0,0.7421349287033081,0.548699140548706,0.0,0.0899977111467155,True,False,3096327,10321.09,STALE,1.3325245078864983e-06,0.38444258603175385,0.5500950929933188,MODERATE,1660,0.0,1
2,5G3wMP3g3d775hauwmAZioYFVZYnvw6eY46wkFy8hEWD5KP3,5G3wMP3g...,,390083.40625,0.0012664988171309233,0.013977264054119587,0.08495710045099258,0.4112764298915863,0.009292744100093842,0.179995422293431,True,False,3109614,10365.38,STALE,8.572665454760754e-09,0.360675874133607,0.4709356062639968,MODERATE,5658,0.05041011606791591,2
1,5E2LP6EnZ54m3wS8s1yPvD5c3xo71kQroBw7aUVK32TKeZ5u,5E2LP6En...,,920196.25,0.0,0.045059893280267715,0.25075897574424744,0.3351033926010132,0.029404135420918465,0.0,True,True,5124333,17081.11,STALE,0.0,0.06550488220025492,0.13158826413102293,DISTRIBUTED,4477,0.002040327482328769,97
6,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GKH9FPP...,,576696.875,0.0,0.016464484855532646,0.09161641448736191,0.5271534323692322,0.014785991981625557,0.0899977111467155,True,True,3109849,10366.163333333334,STALE,0.0,0.0985447436952582,0.22777539307660374,DISTRIBUTED,7812,0.0,2
54,5Ckaoft1B1CQ9zBV2FLVju4KPuMQzJVn7QUf3JeTvTq1uUes,5Ckaoft1...,,515155.5,0.0,0.0,0.0,0.00013733119703829288,0.0,0.179995422293431,True,True,4875848,16252.826666666666,STALE,0.0,0.3906003249470356,0.9434352058920187,MODERATE,99,0.0,1
29,5HmkM6X1D3W3CuCSPuHhrbYyZNBy2aGAiZy9NczoJmtY25H7,5HmkM6X1...,,269002.09375,0.0,0.011490043252706528,0.06394300609827042,0.40570688247680664,0.009292744100093842,0.0899977111467155,True,True,3103660,10345.533333333333,STALE,0.0,0.17456109502562273,0.44168940583510946,DISTRIBUTED,629,2.7867328774696284e-09,22
10,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,5Dd8gaRN...,,210398.96875,0.0,0.0,0.0,0.48293277621269226,0.0,0.0,True,True,3974338,13247.793333333333,STALE,0.0,0.19456934529530098,0.43394724479297636,DISTRIBUTED,41,0.09829113034641707,1
4,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5HK5tp6t...,,194569.0625,0.0,0.143541619181633,0.7987699508666992,0.5206988453865051,0.09689478576183319,0.0899977111467155,True,True,3110137,10367.123333333333,STALE,0.0,0.08845782271144724,0.19794174344247184,DISTRIBUTED,3393,0.0,2
23,5FxcZraZACr4L78jWkcYe3FHdiwiAUzrKLVtsSwkvFobBKqq,5FxcZraZ...,,182822.765625,0.0,0.034256502985954285,0.19062966108322144,0.043579768389463425,0.027786679565906525,0.179995422293431,True,True,3140095,10466.983333333334,STALE,0.0,0.49031000167194316,0.9089821115678255,MODERATE,140,0.0,1
5,5FtBncJvGhxjBs4aFn2pid6aur9tBUuo9QR7sHe5DkoRizzo,5FtBncJv...,,94934.40625,0.0,0.009018082171678543,0.050193626433610916,0.5547112226486206,0.0073853665962815285,0.0899977111467155,True,True,3111863,10372.876666666667,STALE,0.0,0.20040696000897024,0.4075319576547906,DISTRIBUTED,745,0.00211876371547281,1
7,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,5G1NjW9Y...,,78982.3046875,0.0,0.010589761659502983,0.05894910916686058,0.13443198800086975,0.009292744100093842,0.179995422293431,True,True,4205852,14019.506666666666,STALE,0.0,0.7572647188827047,0.8985054489315975,HIGH,18,0.7572647188827047,13
62,5GcAZ4SFfghRCYqhSTaeGqmgfosWfRRtSjp5T1YxpVuNHZCV,5GcAZ4SF...,,61864.71484375,0.0,0.0,0.0,0.0,0.0,0.0,True,True,5471244,18237.48,STALE,0.0,0.9910580011160144,0.994751943503699,HIGH,31,1.1168598900488185e-05,1
58,5HbScNssaEfioJHXjcXdpyqo1AKnYjymidGF8opcF9rTFZdT,5HbScNss...,,53141.7734375,0.0,0.0,0.0,0.07048141956329346,0.0,0.0899977111467155,True,True,3248634,10828.78,STALE,0.0,0.46660927653767437,0.9815247736068665,MODERATE,10,0.017145841048273342,55
35,5Deo9Q3SnZWNPSEPRTgapbyy6egKu2oaNSqD4RQHHJEuzD9Y,5Deo9Q3S...,,50516.93359375,0.0,0.009918364696204662,0.05524424836039543,0.0073853665962815285,0.009292744100093842,0.179995422293431,True,True,5475430,18251.433333333334,STALE,0.0,0.9736842202636009,0.9821325596060879,HIGH,66,0.0,1
17,5Fy3MjrdKRvUWSuJa4Yd5dmBYunzKNmXnLcvP22NfaTvhQCY,5Fy3Mjrd...,,49362.42578125,0.0,0.02554360218346119,0.14215236902236938,0.48729684948921204,0.018493935465812683,0.0899977111467155,True,True,3105452,10351.506666666666,STALE,0.0,0.0900587788824314,0.17475002566532677,DISTRIBUTED,1047,0.0,6
26,5G9hfkx9wGB1CLMT9WXkpHSAiYzjZb5o1Boyq4KAdDhjwrc5,5G9hfkx9...,,47222.28515625,0.0,0.0,0.0,0.0,0.0,0.0,True,True,4870378,16234.593333333334,STALE,0.0,0.22310413018688005,0.34402103518074867,DISTRIBUTED,327,4.23528850940366e-05,97
22,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,5DvTpini...,,44232.3984375,0.0,0.0,0.0,0.19559013843536377,0.0,0.0899977111467155,True,True,3752698,12508.993333333334,STALE,0.0,0.22978061499129165,0.3622743156131846,DISTRIBUTED,579,0.0,2
56,5D4gEn5S422dTGR5NJJKZ93FNV6hDmfwDPfxFNgcoVnUkZ4f,5D4gEn5S...,,43119.25390625,0.0,0.0,0.0,0.0,0.0,0.04998855573357748,True,True,3103072,10343.573333333334,STALE,0.0,0.12396576130625489,0.3391865206493453,DISTRIBUTED,373,0.01652329251114613,1
44,5E4hBXkG9uVc1y9zdNzgCiLHrPbFukChkYeN1LxFnZgg4ASL,5E4hBXkG...,,40890.55078125,0.0,0.0,0.0,0.0,0.0,0.0899977111467155,True,True,6563996,21879.986666666668,STALE,0.0,0.16620070309163187,0.2212977198130728,DISTRIBUTED,1487,0.0,1
