uid,hotkey,hotkey_short,name,stake,div,incentive,emission,tv,consensus,take,take_known,is_ghost,staleness_blocks,staleness_hours,stale_flag,your_yield,top1_pct,top3_pct,conc_flag,nominator_count,self_stake_pct,subnet_count
55,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5E4z3h9y...,,18831.591796875,0.10218966752290726,0.0,0.5686779618263245,0.5142900943756104,0.0,0.0899977111467155,True,False,3294505,10981.683333333332,STALE,1.5848692852215882e-05,0.4165407437652575,0.635307416943287,MODERATE,226,5.597530212301302e-05,2
9,5CszMVts9ueMUSKdAwLFSLT7u4oyxN7fUBpo8Z3ETw1ggMUV,5CszMVts...,,8468.341796875,0.027710383757948875,0.07138170301914215,0.5514393448829651,0.27582207322120667,0.05426108092069626,0.05999847409781033,True,False,3247991,10826.636666666667,STALE,9.869909278201495e-06,0.3559989726469334,0.7703707500662536,MODERATE,89,2.2847954794208472e-05,1
8,5CVS9d1NcQyWKUyadLevwGxg6LgBcF9Lik6NSnbe5q59jwhE,5CVS9d1N...,,18276.9296875,0.04113832488656044,0.05061417445540428,0.5106600522994995,0.6325322389602661,0.036987870931625366,0.0,True,False,3301053,11003.51,STALE,7.223906662822596e-06,0.6344073179135895,0.8078259042251055,HIGH,126,0.0010770400327013028,1
15,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5CsvRJXu...,,183375.90625,0.20885023474693298,0.0,1.162156105041504,0.5075608491897583,0.0,0.0899977111467155,True,False,3248097,10826.99,STALE,3.326845322757345e-06,0.18518303233769415,0.4302495181452634,DISTRIBUTED,900,0.0,60
61,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5GP7c3fF...,,69261.390625,0.06839093565940857,0.0,0.3805982172489166,0.7504844665527344,0.0,0.0,True,False,3261619,10872.063333333334,STALE,3.169510853823702e-06,0.3265382612562901,0.5140496661342447,MODERATE,563,0.0,21
20,5DXdHixxtCvoa6GHKs2Jgrdzc61882Ftx1zN2sYFQuwgL1S1,5DXdHixx...,,632525.125,0.41701382398605347,0.0004882887005805969,2.3231751918792725,0.6586251854896545,0.00041199359111487865,0.0899977111467155,True,False,3289928,10966.426666666666,STALE,1.925830160853695e-06,0.09558535154999215,0.20094156781743225,DISTRIBUTED,940,0.0,1
3,5Gq2gs4ft5dhhjbHabvVbAhjMCV2RgKmVJKAFCUWiirbRT21,5Gq2gs4f...,,294784.34375,0.13336385786533356,0.0,0.7421349287033081,0.548699140548706,0.0,0.0899977111467155,True,False,3248012,10826.706666666667,STALE,1.3215284706161107e-06,0.37418631427185817,0.5398190275072715,MODERATE,1674,0.0,1
2,5G3wMP3g3d775hauwmAZioYFVZYnvw6eY46wkFy8hEWD5KP3,5G3wMP3g...,,395130.1875,0.0012664988171309233,0.013977264054119587,0.08495710045099258,0.4112764298915863,0.009292744100093842,0.179995422293431,True,False,3261299,10870.996666666666,STALE,8.436889460705408e-09,0.3497421479558851,0.45889688004602824,MODERATE,5603,0.04986319183961086,1
1,5E2LP6EnZ54m3wS8s1yPvD5c3xo71kQroBw7aUVK32TKeZ5u,5E2LP6En...,,931480.5625,0.0,0.045059893280267715,0.25075897574424744,0.3351033926010132,0.029404135420918465,0.0,True,True,5276018,17586.726666666666,STALE,0.0,0.06501604852773997,0.13065071741310436,DISTRIBUTED,4636,0.0015895996257613706,107
54,5Ckaoft1B1CQ9zBV2FLVju4KPuMQzJVn7QUf3JeTvTq1uUes,5Ckaoft1...,,734807.6875,0.0,0.0,0.0,0.00013733119703829288,0.0,0.179995422293431,True,True,5027533,16758.443333333333,STALE,0.0,0.2837427301250619,0.7575062065275214,MODERATE,140,0.0,1
6,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GKH9FPP...,,585547.9375,0.0,0.016464484855532646,0.09161641448736191,0.5271534323692322,0.014785991981625557,0.0899977111467155,True,True,3261534,10871.78,STALE,0.0,0.09753579793893637,0.22497934402858993,DISTRIBUTED,7946,0.0,1
29,5HmkM6X1D3W3CuCSPuHhrbYyZNBy2aGAiZy9NczoJmtY25H7,5HmkM6X1...,,266717.46875,0.0,0.011490043252706528,0.06394300609827042,0.40570688247680664,0.009292744100093842,0.0899977111467155,True,True,3255345,10851.15,STALE,0.0,0.17657829510464298,0.4471894389075968,DISTRIBUTED,673,2.8106033653786893e-09,21
