uid,hotkey,hotkey_short,name,stake,div,incentive,emission,tv,consensus,take,take_known,is_ghost,staleness_blocks,staleness_hours,stale_flag,your_yield,top1_pct,top3_pct,conc_flag,nominator_count,self_stake_pct,subnet_count
55,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5E4z3h9y...,,17316.82421875,0.10218966752290726,0.0,0.5686779618263245,0.5142900943756104,0.0,0.0899977111467155,True,False,3713406,12378.02,STALE,4.294084842366672e-05,0.37623569100858195,0.6157749144124176,MODERATE,228,0.0,2
8,5FnGPRV7fQSWjHo8Q3Bgrn7GzciQKJKUitv9WCwqTzZKMVZZ,5FnGPRV7...,,13715.17578125,0.04113832488656044,0.05061417445540428,0.5106600522994995,0.6325322389602661,0.036987870931625366,0.0,True,False,3719954,12399.846666666666,STALE,2.3981810357784856e-05,0.5561328373058778,0.7901106507554548,HIGH,124,0.0,1
9,5CszMVts9ueMUSKdAwLFSLT7u4oyxN7fUBpo8Z3ETw1ggMUV,5CszMVts...,,14799.2021484375,0.027710383757948875,0.07138170301914215,0.5514393448829651,0.27582207322120667,0.05426108092069626,0.05999847409781033,True,False,3666892,12222.973333333333,STALE,1.407304513286777e-05,0.20635935357434473,0.60320548088111,DISTRIBUTED,98,0.0,1
61,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5GP7c3fF...,,61937.59375,0.06839093565940857,0.0,0.3805982172489166,0.7504844665527344,0.0,0.0009918364232852674,True,False,3680520,12268.4,STALE,8.82362717375991e-06,0.15205815343037057,0.3702723409252349,DISTRIBUTED,592,0.0,40
15,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5CsvRJXu...,,173616.40625,0.20885023474693298,0.0,1.162156105041504,0.5075608491897583,0.0,0.0899977111467155,True,False,3666998,12223.326666666666,STALE,8.75702653801322e-06,0.19505872627477044,0.45686144937222,DISTRIBUTED,864,0.0007785270341906946,72
20,5DXdHixxtCvoa6GHKs2Jgrdzc61882Ftx1zN2sYFQuwgL1S1,5DXdHixx...,,706480.5,0.41701382398605347,0.0004882887005805969,2.3231751918792725,0.6586251854896545,0.00041199359111487865,0.0899977111467155,True,False,3708829,12362.763333333334,STALE,4.2971234131711346e-06,0.10063192310711983,0.1989601966260909,DISTRIBUTED,980,0.0,1
3,5Ggasr6fQqKZXuovBTT44GvhuoFpxBsXGPY3AUtFr9mWxGTV,5Ggasr6f...,,275996.625,0.13336385786533356,0.0,0.7421349287033081,0.548699140548706,0.0,0.179995422293431,True,False,3666913,12223.043333333333,STALE,3.169772215235357e-06,0.4092126784714442,0.583496047134682,MODERATE,1617,0.0,3
2,5G3wMP3g3d775hauwmAZioYFVZYnvw6eY46wkFy8hEWD5KP3,5G3wMP3g...,,247742.171875,0.0012664988171309233,0.013977264054119587,0.08495710045099258,0.4112764298915863,0.009292744100093842,0.179995422293431,True,False,3680200,12267.333333333334,STALE,3.353490558162098e-08,0.09534933209117236,0.2386187894068541,DISTRIBUTED,5416,0.08024579334889495,1
1,5E2LP6EnZ54m3wS8s1yPvD5c3xo71kQroBw7aUVK32TKeZ5u,5E2LP6En...,,1005369.5,0.0,0.045059893280267715,0.25075897574424744,0.3351033926010132,0.029404135420918465,0.0,True,True,5694919,18983.06333333333,STALE,0.0,0.07082071991324669,0.13440048770076835,DISTRIBUTED,4996,0.0001715142417839002,113
54,5Ckaoft1B1CQ9zBV2FLVju4KPuMQzJVn7QUf3JeTvTq1uUes,5Ckaoft1...,,779374.8125,0.0,0.0,0.0,0.00013733119703829288,0.0,0.179995422293431,True,True,5446434,18154.78,STALE,0.0,0.2487556651785374,0.7317154270428493,DISTRIBUTED,99,0.0,1
