uid,hotkey,hotkey_short,name,stake,div,incentive,emission,tv,consensus,take,take_known,is_ghost,staleness_blocks,staleness_hours,stale_flag,your_yield,top1_pct,top3_pct,conc_flag,nominator_count,self_stake_pct,subnet_count
55,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5E4z3h9y...,,17783.8671875,0.10218966752290726,0.0,0.5686779618263245,0.5142900943756104,0.0,0.0899977111467155,True,False,3483422,11611.406666666666,STALE,0.0005199816704521239,0.4253368517206138,0.6575602435261035,MODERATE,219,0.0,1
9,5CszMVts9ueMUSKdAwLFSLT7u4oyxN7fUBpo8Z3ETw1ggMUV,5CszMVts...,,9719.28515625,0.027710383757948875,0.07138170301914215,0.5514393448829651,0.27582207322120667,0.05426108092069626,0.05999847409781033,True,False,3436908,11456.36,STALE,0.00026527188691763073,0.3122863720635762,0.6860607312330238,MODERATE,94,2.559647675507363e-05,1
8,5FnGPRV7fQSWjHo8Q3Bgrn7GzciQKJKUitv9WCwqTzZKMVZZ,5FnGPRV7...,,17323.71875,0.04113832488656044,0.05061417445540428,0.5106600522994995,0.6325322389602661,0.036987870931625366,0.0,True,False,3489970,11633.233333333334,STALE,0.0002361053083834956,0.6134083443150891,0.7973632769112696,HIGH,122,0.0,1
15,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5CsvRJXu...,,180143.078125,0.20885023474693298,0.0,1.162156105041504,0.5075608491897583,0.0,0.0899977111467155,True,False,3437014,11456.713333333333,STALE,0.00010544326784934881,0.18690878031074212,0.43778587297873134,DISTRIBUTED,872,0.0,55
61,5GP7c3fFazW9GXK8Up3qgu2DJBk8inu4aK9TZy3RuoSWVCMi,5GP7c3fF...,,69629.4375,0.06839093565940857,0.0,0.3805982172489166,0.7504844665527344,0.0,0.0,True,False,3450536,11501.786666666667,STALE,9.808043505213788e-05,0.3271326435757448,0.5148231376992701,MODERATE,595,0.0,20
20,5DXdHixxtCvoa6GHKs2Jgrdzc61882Ftx1zN2sYFQuwgL1S1,5DXdHixx...,,654705.9375,0.41701382398605347,0.0004882887005805969,2.3231751918792725,0.6586251854896545,0.00041199359111487865,0.0899977111467155,True,False,3478845,11596.15,STALE,5.7953587861406545e-05,0.10815855704646053,0.21043058360856906,DISTRIBUTED,934,0.0,1
3,5Gq2gs4ft5dhhjbHabvVbAhjMCV2RgKmVJKAFCUWiirbRT21,5Gq2gs4f...,,297554.96875,0.13336385786533356,0.0,0.7421349287033081,0.548699140548706,0.0,0.0899977111467155,True,False,3436929,11456.43,STALE,4.077251470634409e-05,0.3640744134426083,0.528960457942124,MODERATE,1700,0.0,2
2,5G3wMP3g3d775hauwmAZioYFVZYnvw6eY46wkFy8hEWD5KP3,5G3wMP3g...,,250896.640625,0.0012664988171309233,0.013977264054119587,0.08495710045099258,0.4112764298915863,0.009292744100093842,0.179995422293431,True,False,3450216,11500.72,STALE,4.137644333092603e-07,0.09375921567142968,0.2346391447783214,DISTRIBUTED,5526,0.07891192508095231,1
1,5E2LP6EnZ54m3wS8s1yPvD5c3xo71kQroBw7aUVK32TKeZ5u,5E2LP6En...,,994776.0625,0.0,0.045059893280267715,0.25075897574424744,0.3351033926010132,0.029404135420918465,0.0,True,True,5464935,18216.45,STALE,0.0,0.07104045497405696,0.13367210785429648,DISTRIBUTED,4841,0.00018074941155301862,110
54,5Ckaoft1B1CQ9zBV2FLVju4KPuMQzJVn7QUf3JeTvTq1uUes,5Ckaoft1...,,736821.9375,0.0,0.0,0.0,0.00013733119703829288,0.0,0.179995422293431,True,True,5216450,17388.166666666668,STALE,0.0,0.27294055561588404,0.7605303333508494,MODERATE,145,0.0,1
6,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GKH9FPP...,,582790.0,0.0,0.016464484855532646,0.09161641448736191,0.5271534323692322,0.014785991981625557,0.0899977111467155,True,True,3450451,11501.503333333334,STALE,0.0,0.09848872274787962,0.22683330385665296,DISTRIBUTED,8034,0.0,1
29,5HmkM6X1D3W3CuCSPuHhrbYyZNBy2aGAiZy9NczoJmtY25H7,5HmkM6X1...,,267080.6875,0.0,0.011490043252706528,0.06394300609827042,0.40570688247680664,0.009292744100093842,0.0899977111467155,True,True,3444262,11480.873333333333,STALE,0.0,0.17721177994716916,0.4487032438837689,DISTRIBUTED,686,2.8067810613280516e-09,16
10,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,5Dd8gaRN...,,207049.734375,0.0,0.0,0.0,0.48293277621269226,0.0,0.0,True,True,4314940,14383.133333333333,STALE,0.0,0.19926039576954144,0.4444914645185842,DISTRIBUTED,40,0.10076123855040976,1
4,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,5HK5tp6t...,,197150.703125,0.0,0.143541619181633,0.7987699508666992,0.5206988453865051,0.09689478576183319,0.0899977111467155,True,True,3450739,11502.463333333333,STALE,0.0,0.060137993151815505,0.15615653614811345,DISTRIBUTED,3687,0.0,12
