combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,1,64,64,96,Verathos,2026-04-25,8046312,0.012652501,0.00020495732314884663,60.73236850293632,PREMIUM,False,True,1.6975e-05,0.1246171,2061.481334353,1.0,9.849083088,6.599769157,4.769e-06,9.268565681310253,,,,,0.00037692152721426384,357.9789611538063,-51.91761585346213,738.9104834523919,306.0613453003442,1096.8894446061981,357.9789611538063,1274.8114456368837,,,,,,,0.0,6.045026841783718e-05,-0.9952222672483617,5CGq1JQh...,105256.7734375,,,,True,7692872,1.0,,,,,,,
2,2,62,62,82,uruz,2026-04-25,8046312,0.007935365,0.0024398774839937687,2.252362076398532,PREMIUM,False,False,0.000300261,2.264237941,19758.514447292,1.0,285.33487752,99.130616224,8.4356e-05,190.1900154462425,,0.9311386841261848,,0.01063038688201488,0.01063038688201488,348.4995519735441,112.4320570726272,27.40373859618214,270.41484283549494,185.3865243590499,157.98278576286776,133.0059507768399,190.51676621067634,1,0.0,,505.958975253001,0.0,0.0,0.0001145955556041474,-0.9855588803282334,5FFPqmc9...,3549.329833984375,0.09201021122768828,,,True,8026517,1.0,,,,,,,
3,3,44,50,78,Vocence,2026-04-25,8046312,0.00767504,0.008833522209897637,-0.1311461252228019,IN BAND,False,False,0.001965749,61.179447474,79828.606273726,1.0,7971.19666847,1633.675824665,0.000552263,1996.5147248180547,,0.06407210664940306,PRICE_DOWN_FLOW_UP,0.07195571619170714,0.07195571619170714,84.43993179564819,5.089925305364202,-1.5956111902107561,57.617726784760436,50.93219028918548,52.52780147939623,32.92052965310198,31.91213031625196,1,0.0,,629.2868761439968,0.0,0.0,0.0007663850132146926,-0.9001457955639719,5FnQCJW2...,120816.3828125,7.966089001730042,BUYBACK_GAMING,,True,7966145,0.0,,,,,,,
4,4,13,39,102,ConnitoAI,2026-04-25,8046312,0.012275311,0.013950424501672387,-0.12007616696334744,IN BAND,False,False,0.0060053,402.465751245,154692.395917147,1.0,32786.325888781,3871.371721454,0.001687147,5366.141195204946,,-0.021091408287099843,,0.13744230186917464,0.13744230186917464,39.21309664531626,-6.377756101875899,-1.4609266980540605,21.557513338684405,26.474342742506245,27.935269440560305,16.988553215036845,11.27782720475596,1,0.0,,719.9802044400367,0.0,4.576146602630615e-05,0.0026017164506299327,-0.7880529095653924,5HidKLut...,29062.72900390625,0.24042893570151389,BUYBACK_GAMING,,True,7840965,0.0,,,,,,,
5,5,25,40,36,automata,2026-04-25,8046312,0.006838486,0.0068991826847195625,-0.008797663070148046,IN BAND,False,False,0.003339453,238.876272989,150487.133684292,1.0,34931.127943607,1543.815322923,0.000938196,3504.551654875355,,0.026863619846506034,,0.13719352499953935,0.13719352499953935,36.73902968338815,1.3804477932852584,-0.10703823402013456,21.320482542097754,19.83299651479236,19.940034748812494,17.463286964540764,16.798994934575653,1,0.0,,590.0881757559982,0.0,0.0,0.0015873534643176884,-0.7678794013298137,5GLGTwG6...,201423.59375,0.3853270018108273,BUYBACK_GAMING,,True,7894898,1.0,,,,,,,
6,6,14,23,91,Bitstarter #1,2026-04-25,8046312,0.011319744,0.01165834884159267,-0.029043979228400955,IN BAND,False,False,0.005659856,1078.33395724,325749.759569059,1.0,95272.346953306,11593.268388157,0.002029227,6116.0362579392095,,-0.05748511838409044,,0.17926438972471465,0.17926438972471465,13.793594709815427,1.430959665321911,-0.35336841394554497,11.872195742676,10.087867663408545,10.44123607735409,8.06754240886205,3.352358632461337,1,0.0,,1718.1201280580135,0.0,0.0,0.0033103139006658054,-0.7075628299839816,5HEe7NjS...,53938.62109375,0.5365733606939449,BUYBACK_JUSTIFIED,,True,7633645,1.0,,,,,,,
7,7,19,26,67,Harnyx,2026-04-25,8046312,0.008298958,0.00827197334729135,0.0032621783915063158,IN BAND,False,False,0.004149465,530.834901105,207651.326209452,1.0,63964.018067585,4655.31297178,0.001429714,3165.219974325206,,-0.0025993414443577128,,0.17227632673885082,0.17227632673885082,20.5427224119972,4.4474299151192325,0.03968983709666017,13.987254816016367,9.579514737993794,9.539824900897134,12.655830559681622,11.002897511100066,1,0.0,,1558.2850014449796,0.0,1.5284866094589233e-05,0.0025563761657344864,-0.6919642001159079,5HEAv3TU...,124464.2265625,0.10036996428352851,,,True,7236936,0.990005187657792,,,,,,,
8,9,3,37,97,distil,2026-04-25,8046312,0.050720377,0.048124040476977825,0.05395092551017697,IN BAND,False,False,0.025204247,3245.581487887,295995.925285685,1.0,63957.237582177,139576.065480428,0.007155877,628.9189586365901,,0.06955548264969132,,0.14108485431801898,0.14108485431801898,20.408287810121415,7.5970695358406966,0.6564029270404864,16.343444716643468,9.40277810784326,8.746375180802772,8.878500599167186,11.661912629318643,1,0.0,,1007.0987286930322,0.0,0.0,0.010964953266685944,-0.7838156197717941,5EUXD91A...,978173.6875,0.5691121519806898,BUYBACK_GAMING,,True,7735450,0.0,,,,,,,
9,8,24,17,70,NexisGen,2026-04-25,8046312,0.006797885,0.0067417677491903305,0.008323818454945897,IN BAND,False,False,0.003398929,525.268289356,242166.622410962,1.0,77269.19184812,11237.379274581,0.001255028,3876.020861435376,,-0.02267955818314339,,0.1846203635395421,0.1846203635395421,17.00537723865163,11.147910450034058,0.10127312453517508,20.37781751591765,9.331180190418767,9.229907065883591,10.852032265372339,7.775470172768039,1,0.0,,1872.9067326469813,0.0,0.0,0.002169036691045756,-0.680924774242907,5HisJVRY...,72678.5625,0.0,,,True,7787562,1.0,,,,,,,
10,10,16,30,38,colosseum,2026-04-25,8046312,0.010982651,0.011231591226533055,-0.022164288346335957,IN BAND,False,False,0.005491319,1712.083656728,745349.048666268,1.0,155588.945227127,33088.883122125,0.001835677,5720.7193680091,,-0.05798322648251348,,0.16714334271388576,0.16714334271388576,8.429019385407692,-2.0814545325847997,-0.2696655082137541,4.580979501947219,6.392768526318265,6.662434034532019,3.5258648343384333,1.7665853508756724,1,0.0,,1478.5407610900002,0.0,0.0,0.002297022663128923,-0.7908498901468395,5CaHKFJZ...,133717.96875,0.0,,,True,7284230,1.0,,,,,,,
11,12,4,29,15,ORO,2026-04-25,8046312,0.033749216,0.03192776069045067,0.05704926591028078,IN BAND,False,False,0.016874576,3362.318981028,636170.069963661,1.0,99524.996707363,79955.471637115,0.005667925,-4171.461606947822,DISTRIBUTING_PRE_EMA,0.13544940792781737,,0.16794241975872862,0.16794241975872862,13.18922623886252,77.3529688239132,0.6940994019084161,82.67935172261458,6.020482300609797,5.326382898701381,4.130970826952162,7.86284334016114,1,0.0,,1565.1713696378283,0.0,1.52587890625e-05,0.005285251758574654,-0.8433963100483681,5GE9r7GM...,,,,,True,7366897,0.7500076295109483,,,,,,,
12,11,63,61,7,Allways,2026-04-25,8046312,0.004258384,0.0044363446068018675,-0.040114243273395876,IN BAND,False,False,0.000275385,7160.410640003,2804240.62790677,1.0,1678635.347377987,289912.789790662,7.7367e-05,53476.16487540677,,-0.9042725757577633,,0.018168159564755083,0.018168159564755083,0.10107126761094484,-0.07995788101131363,-0.48805662649298315,6.060433376893413,5.652334631411744,6.140391257904727,0.9371521023720689,-6.039319990293782,1,0.0,,973.9527369274019,0.0,0.0,0.0025534223307177102,-0.4003776243012113,5CAc19iE...,9868.3994140625,,,,False,2627691,1.0,,,,,,,
13,13,55,60,11,TrajectoryRL,2026-04-25,8046312,0.013019378,0.01327119069173932,-0.018974385764501313,IN BAND,False,False,0.000902185,25213.614926564,2919433.254090962,1.0,1937416.596167041,809365.758152553,0.000253462,48213.1933267836,,-0.8887142394245116,,0.019468057537003685,0.019468057537003685,0.0940342028267464,-4.345709848452986,-0.23085502680143263,0.7295580338763168,4.844412855527871,5.075267882329303,0.9001747158690542,-4.981233679502557,1,0.0,,0.0,0.0,1.52587890625e-05,0.008636475895187021,-0.3366445082716685,5D2Jhtbn...,702876.28125,,,,False,2918568,0.550599691481651,,,,,,,
14,15,28,18,76,Byzantium,2026-04-25,8046312,0.006060527,0.006026038900017738,0.005723179115581169,IN BAND,False,False,0.003030257,803.291300053,451332.03494784,1.0,132548.266018137,15245.8828798,0.001115446,2633.8748108513682,,-0.002147878913661678,,0.18405099094517688,0.18405099094517688,9.913608420101873,-1.5457734671919552,0.06963201257290422,3.1998029008776276,4.815208380642487,4.745576368069583,5.8227641658623135,5.168032052032291,1,0.0,,1865.9399871830828,0.0,0.0,0.0017798233625180974,-0.7063253141982377,5FFNhWd8...,180256.125,0.15582173728144555,,,True,7574784,1.0,,,,,,,
