combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust,burned_source,alpha_burned_cum,alpha_recycled_cum,recycled_tokens,recon_flag,recon_gap_relative,burn_coverage,owner_cut_emission,total_locked_alpha,locked_float_ratio,owner_locked_alpha,owner_lock_ratio,community_locked_alpha,commitment_class,gate_eligible,leader_is_owner,leader_pct_of_threshold,leader_blocks_to_threshold,governance_flag,basket_alpha,basket_share,ema_halving_days
1,1,39,15,41,Almanac,2026-09-22,9124409,0.005330848,0.005661788629367948,-0.058451604436687,IN BAND,False,False,0.000773404,12960.501922949,3356733.907982929,1.0,2431226.674193683,1602793.066359147,-0.002647854639532984,191681.44196677255,ACCUMULATING_PRE_EMA,0.0,,,,0.1568230709029152,5.11974011810443,-0.7111611873130251,24.262636699492095,18.43173539407464,19.142896581387664,0.7829038797952181,-18.986073510484747,1,0.017383986992361777,MINER_BURN_ONLY,145.44081482710317,143.32371709306793,0.0007171740291447293,0.003861045372743591,-0.27571647648862035,5FCSevLk...,7937.718015312,,,,False,3394182,0.00033593940874665495,36,5E2LP6En...,0.0,0.33884258665772476,0.33884258665772476,0.00032045901939540064,,COUNTER,1036819.609524187,0.0,0.0,DIVERGENT,0.8061538734984605,0.11059210042592366,1295.967040512703,271111.945633162,0.08076658831622252,271111.945633162,0.08076658831622252,0.0,DORMITORY,True,True,0.8076658831622253,,,10334.624270869004,0.00307877375870973,30.0
2,2,72,16,103,Capcomp,2026-09-22,9124409,0.001592227,0.0017269672825932503,-0.07802132903810508,IN BAND,False,True,1.1602e-05,382.789471472,240256.267889095,1.0,240411.377165798,36606.119337544,,18417.71613872226,,,,,,0.07965228479966242,-16.658477221046223,-0.9492595032969451,0.21886319330772608,15.928080911057004,16.87734041435395,10.938320248998101,-16.797688129554285,1,0.0,,0.0,0.0,0.0,0.0015932548808620466,0.0006455617584970698,5H3SQ4du...,1078426.072555004,,,,True,8762380,0.0,103,5H6VKx1U...,,0.9453575665716837,0.9453575665716837,0.01837214270455031,,COUNTER,60139.256694016,0.014698804,0.0,DIVERGENT,1.0,0.0,1295.967040512703,0.0,0.0,0.0,0.0,0.0,NEITHER,False,,,,,64729.192079163964,0.26941728783135716,30.0
3,3,35,17,91,cascade,2026-09-22,9124409,0.005539141,0.0059151004534214735,-0.0635592677388948,IN BAND,False,False,0.00116324,3421.593970441,1145966.504824547,1.0,617712.005671467,185330.60397447,-0.00013977869327964234,45634.34831188503,ACCUMULATING_PRE_EMA,0.0,,,,0.893441696007546,-12.46017966414232,-0.7733044241565533,0.05949347204913913,11.746368712034906,12.519673136191459,2.2932607444773083,-11.626231440183913,1,0.0,,0.0,0.0,1.5259021896585345e-05,0.002985771360712556,-0.46096852188587434,5HEe7NjS...,421826.773224669,,,,False,7633645,0.0,1,5E2LP6En...,0.0,0.6806266036292766,0.6806266036292766,0.48467137690558665,,COUNTER,399376.775480423,9542.545852108,0.0,DIVERGENT,1.0,0.0,1295.967040512703,55467.717033513,0.0484025639492887,55467.717033513,0.0484025639492887,0.0,DORMITORY,False,True,0.48402563949288924,,,39192.54203392902,0.03420042546525353,30.0
4,4,53,18,66,conjectures,2026-09-22,9124409,0.00312296,0.0032632937654852867,-0.043003718197101214,IN BAND,False,False,0.000140256,6859.021897185,3640019.430886944,1.0,2196320.300056828,1412126.427882351,-0.005772511456838813,122370.8147812977,ACCUMULATING_PRE_EMA,0.0,,,,0.05373838624881393,-8.14810680761285,-0.5232119047313981,3.111014201110665,10.735909103992118,11.259121008723515,0.7219741679674632,-11.205382622474701,1,0.0,,0.0,0.0,0.0,0.0018843366161684744,-0.39661839531454957,5CJCRGep...,1155073.934929706,,,ENTRY_REPEATED,False,4958013,1.0,227,5E2LP6En...,0.0,0.40302790560249624,0.40302790560249624,0.7039523882191363,,COUNTER,876389.726869251,0.0,0.0,DIVERGENT,1.0,0.0,1295.967040512703,392806.591766313,0.10791332277877427,392806.591766313,0.10791332277877427,0.0,DORMITORY,True,True,1.0791332277877428,0,,12813.244309375003,0.0035201032721555742,30.0
5,5,74,19,13,Data Universe,2026-09-22,9124409,0.005231714,0.005276861600577831,-0.008555767422986292,IN BAND,False,True,6.549e-06,19326.050229657,2405003.134773026,1.0,3694018.36637129,970773.566873384,-0.0029832593986156373,75800.55534752132,ACCUMULATING_PRE_EMA,0.0,,,,0.0008905478251106387,-3.22531228369669,-0.10409517031299989,6.957923493693887,10.079140607077576,10.183235777390577,1.092722068425919,-10.182345229565467,1,0.27395149262049157,MINER_BURN_ONLY,1980.6857472659322,1974.920034288134,0.001953154802777135,0.008035769247128616,0.535972579374296,5HBswBt1...,1849.248782649,,,ENTRY_PRE_EMA_PATTERN,False,1907637,0.7179506780619811,247,5E2LP6En...,0.0,0.39858115684929424,0.39858115684929424,0.16303734110573623,,COUNTER,678847.548267597,0.0,0.0,DIVERGENT,-0.7849236749673627,1.5238968064394813,1295.967040512703,93697.039216446,0.038959217084467014,93697.039216446,0.038959217084467014,0.0,FORTRESS,True,True,0.3895921708446701,,,10838.200374167993,0.004506522348126109,30.0
6,6,47,20,85,Vidaio,2026-09-22,9124409,0.004802214,0.004899715539067984,-0.019899428505706734,IN BAND,False,False,0.000279486,12306.546465911,2701392.724014728,1.0,2562681.439616409,1456824.437758927,-0.006693889346863315,79497.97831119318,ACCUMULATING_PRE_EMA,0.0,,,,0.059682804597904635,-4.781418297761894,-0.24210971348609858,4.798870630707109,9.338179214982905,9.580288928469002,0.9728315237683569,-9.520606123871097,1,0.07358911747007073,MINER_BURN_ONLY,560.9033629089827,560.6781397457875,7.629510948348184e-05,0.004555630270455968,-0.05134792609076393,5GTPBjA4...,3049229.715089234,,,ENTRY_REPEATED,False,5258781,0.328002441629788,98,5GsAAHbe...,,10.724823714349606,10.724823714349606,0.0,,COUNTER,510241.658131969,0.0,0.0,OK,-0.15962339052689303,0.4326330240034308,1295.967040512703,142916.358492881,0.05290469513091863,142916.358492881,0.05290469513091863,0.0,FORTRESS,True,True,0.5290469513091898,,,25077.351020583006,0.009283119332354537,30.0
7,7,1,21,90,KubeTEE,2026-09-22,9124409,0.022864274,0.02348458068445325,-0.02641336001642518,IN BAND,False,False,0.013521089,2654.91728715,338954.243161656,1.0,116116.403668832,87314.471914759,,6669.592453717982,,,,,,13.384003360098802,-17.666631372999397,-0.32136254686650634,-8.21878018752253,9.126488638610361,9.447851185476868,7.753258892666049,3.9361521746219355,1,0.0,,0.0,0.0,3.0518043793392735e-05,0.007832671638465967,-0.6574274941567807,5C9y6fnL...,433272.886612558,1.0212850117843228,BUYBACK_GAMING,,True,8618670,0.13287961790243086,0,5EKtGWqs...,0.179995422293431,1.1501069149789651,0.9430929351347311,0.32959470182506256,,COUNTER,0.0,114749.836146975,470.8142414759932,DIVERGENT,0.5982626283136998,0.0,1295.967040512703,76905.591998497,0.226890778180401,76905.591998497,0.226890778180401,0.0,DORMITORY,False,True,2.26890778180401,0,,57731.792208146,0.17032326154009,30.0
8,8,42,22,63,Enigma,2026-09-22,9124409,0.004141563,0.004320867825299501,-0.04149741036965714,IN BAND,False,False,0.000398967,11000.691004349,3352833.264980042,1.0,2656168.947853981,1241445.281724563,-0.0023243817583002914,90361.34652069118,ACCUMULATING_PRE_EMA,0.0,,,,0.09531085598036461,-7.514709685533254,-0.5048851594974951,1.3912746351021985,8.401099161137957,8.905984320635453,0.7838147000774414,-8.810673464655087,1,0.0,,0.0892860060557723,0.0,3.0518043793392735e-05,0.0032810134399613466,-0.207783766669408,5CqTmNfg...,24387.476105203,,,ENTRY_PRE_EMA_PATTERN,False,4885578,3.051897517281077e-05,147,5EZ52JMq...,0.0,0.34812093405620215,0.34812093405620215,0.9468656534212293,,COUNTER,725440.587518071,0.0,0.0,DIVERGENT,0.999809040800394,0.0,1295.967040512703,72397.992373783,0.021593078644849925,72397.992373783,0.021593078644849925,0.0,DORMITORY,True,True,0.21593078644849928,,,9625.846646247002,0.002870958942929809,30.0
9,9,89,23,65,True Performance Network,2026-09-22,9124409,0.002162568,0.00220335996709764,-0.018513528296228796,IN BAND,False,True,1.21e-07,5635.480175499,3336010.238207992,1.0,2605920.485702672,303176.667140616,-0.00012719120635281114,77309.46351471636,ACCUMULATING_PRE_EMA,0.0,,,,5.642607020116851e-05,-5.896393719777611,-0.22524792760411702,1.661058070637175,7.332203862810669,7.5574517904147855,0.7877673665089485,-7.557395364344584,1,0.2920948872560273,MINER_BURN_ONLY,2103.3361768200994,2103.2010429221823,4.57770656900891e-05,0.0016892874341195717,-0.21885118335258286,5GxEEHxL...,1443333.080200336,,,ENTRY_PRE_EMA_PATTERN,False,4950813,0.7500305194408838,0,5DAmVrUg...,0.179995422293431,0.9045673802444012,0.7417493926444476,0.461741545598828,,COUNTER,1041270.809624099,0.0,0.0,DIVERGENT,-0.7988715255577284,1.622881583539444,1295.967040512703,171794.150223016,0.05149688938463775,171794.150223016,0.05149688938463775,0.0,FORTRESS,True,True,0.5149688938463776,,,18887.776236524,0.005661786052152516,30.0
10,10,64,24,6,Numinous,2026-09-22,9124409,0.002369586,0.0024226519744843245,-0.021904084880214766,IN BAND,False,True,4.4193e-05,7563.101292947,2640090.111057808,1.0,3191739.110229253,702536.599739292,-0.004023880888700968,61925.417047676165,ACCUMULATING_PRE_EMA,0.0,,,,0.015356029160723535,-6.0305920536666635,-0.2664996993759463,1.4721580421955025,7.23625039648622,7.502750095862166,0.9954205687877207,-7.487394066701443,1,0.0,,0.0,0.0,0.0020141908903639205,0.002864713314621175,0.2089509790407165,5CfSg4e2...,89497.28494025,,,,False,3219949,0.08573001238475297,37,5G6UKAFt...,,3.2094838883164134,3.2094838883164134,0.0,,COUNTER,185360.665463109,0.0,0.0,DIVERGENT,1.0,0.0,1295.967040512703,662466.459537209,0.250925700135204,662466.459537209,0.250925700135204,0.0,DORMITORY,True,True,2.50925700135204,0,,10042.073503497995,0.003803685889901093,30.0
