combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,1,28,13,80,dogelayer,2026-06-10,8377039,0.003818699,0.0034652238246053457,0.10200644843913123,IN BAND,False,False,0.001909333,1475.044508909,1147754.317873777,1.0,386358.848003242,34417.358824496,0.00045408,-25924.600071833993,DISTRIBUTING_PRE_EMA,2.346772113180568,,0.11890960769623371,0.11890960769623371,3.401746248125967,-1.5851147893601374,1.24107845600943,1.8166314587658297,4.642824704135397,3.401746248125967,2.2896886198331963,,,,,,,6.103748455643654e-05,0.0012851570113380452,-0.6634568445069786,5ERJCUPW...,1165217.5,1.0693256736926127,BUYBACK_GAMING,,False,7151800,0.04567304145789486,,,,,,,
2,3,21,19,36,Eirel,2026-06-10,8377039,0.006247363,0.006215597968548536,0.005110535078394261,IN BAND,False,False,0.003123682,1337.457810931,435563.134068306,1.0,214074.609446659,22083.617463296,0.000558225,3276.091712892783,,-0.01120711643922966,,0.08935370011315175,0.08935370011315175,6.1377908363970874,-2.7110133269224614,0.062178176787130175,-1.3075653010803339,1.4656262026292577,1.4034480258421276,6.0335684874282105,4.73434281055496,1,0.0,,1947.6682638019556,0.0,0.0,0.003070640525608067,-0.5084901380617602,5GLGTwG6...,780629.1875,,,,True,7894898,0.0,,,,,,,
3,4,15,18,124,Swarm,2026-06-10,8377039,0.00786755,0.007626465288922191,0.03161159225729326,IN BAND,False,False,0.003933769,9767.25347231,2710034.971670414,1.0,1237696.131596873,200947.540230416,0.000731995,-27380.022334312787,DISTRIBUTING_PRE_EMA,8.922934063550592,,0.09303976460270352,0.09303976460270352,1.0584290621010197,0.6859883553253261,0.38460770579706793,1.7444174174263458,1.4430367678980875,1.0584290621010197,0.9697291833766082,,,,,,,1.5255063772201538e-05,0.0036041060629891618,-0.5419023631258572,5HKYqfJr...,1577345.0,1.8970558273601592,BUYBACK_GAMING,,False,5813454,1.0,,,,,,,
4,2,25,16,126,Poker44,2026-06-10,8377039,0.007067,0.0071592777967453,-0.012889260532291483,IN BAND,False,False,0.002338673,2043.003170367,766318.977204534,1.0,289133.693464712,23805.272231491,0.000715576,6877.375803389354,,-0.15674111225288245,,0.10125597849158058,0.10125597849158058,3.0083324065013284,6.362775202696238,-0.15681933647621304,7.855147489180386,1.3355529500079353,1.4923722864841482,3.429381338808441,1.5159601200171802,1,0.0,,0.0,0.0,1.5234574675559998e-05,0.0026659957943618996,-0.6227542388054479,5DqrUa2z...,210392.5625,,,ENTRY_REPEATED,True,7525773,0.9710226766662159,,,,,,,
5,5,26,12,59,Babelbit,2026-06-10,8377039,0.004496312,0.004348965361714363,0.0338808488986338,IN BAND,False,False,0.002248149,7491.81064009,3531602.981304126,1.0,1660527.359548889,601765.92111349,0.000567534,-123119.48305010493,DISTRIBUTING_PRE_EMA,1.6131737484441986,,0.1262221127003642,0.1262221127003642,0.7886125071534142,7.461720814945175,0.4122169949333778,8.250333322098589,1.200829502086792,0.7886125071534142,0.7441380058608826,,,,,,,1.528114080429077e-05,0.002121362644598141,-0.5281994121853331,5DkPyHKT...,2257321.25,0.22924268982948995,BUYBACK_GAMING,,False,4401833,0.0,,,,,,,
6,7,17,2,77,Liquidity,2026-06-10,8377039,0.006715372,0.00666040601208806,0.008252648233783489,IN BAND,False,False,0.003357681,12829.482746327,2861107.06615302,1.0,1910379.004843479,370081.972223361,0.002642157,-26576.053900082596,DISTRIBUTING_PRE_EMA,0.21222605525532096,,0.39344908964090153,0.39344908964090153,0.6877896671653618,10.335875430735832,0.10040722017769911,11.023665097901194,0.7881968873430609,0.6877896671653618,0.9185255704301725,,,,,,,9.154854342341423e-05,0.004484097396458928,-0.33226373811325305,5GxxsUeY...,2755431.25,0.5392947658654446,BUYBACK_GAMING,,False,5128460,0.022097086657369425,,,,,,,
7,32,32,32,85,Vidaio,2026-06-10,8377039,0.008943876,0.008417334873229265,0.06255437554769994,IN BAND,False,True,0.0,16180.518900837,2622382.171574303,1.0,1809700.116629915,1279778.065434924,-0.003898063,-98734.10414550314,,0.42405272388517296,,,,,6.017204824899182,0.7610782358303492,6.017204824899182,0.7610782358303492,,1.0021422615233555,15.730677061556234,1,0.0,,0.0,0.0,0.0007171644829213619,0.0061701605037694784,-0.3101245473696775,5GTPBjA4...,3065738.5,0.7341479230179586,BUYBACK_GAMING,,False,5258781,0.804803932892272,,,,,,,
8,6,16,20,57,gaia,2026-06-10,8377039,0.007385734,0.007408470148220658,-0.0030689397089788224,IN BAND,False,False,0.003386583,1887.22755615,431395.261632137,1.0,255514.341637673,14804.319635547,0.000659001,5427.651380929892,,-0.05587925587925593,,0.0892262028391491,0.0892262028391491,4.715880761171238,-0.2856252598591258,-0.037338766459242334,0.4633638616629536,0.711650355062837,0.7489891215220794,6.091861069723501,3.966891639649159,1,0.0,,437.3070632090239,0.0,0.0,0.004374706270555407,-0.4076815830958159,5HdpnCSY...,775479.25,,,,True,8057320,1.0,,,,,,,
9,8,23,26,67,Harnyx,2026-06-10,8377039,0.009541794,0.009574038907885551,-0.0033679524593318725,IN BAND,False,False,0.002421009,2240.918362621,499495.255252152,1.0,234845.696339887,35206.761476915,0.000772637,4591.46668740263,,-0.10001933596116035,,0.08097397617261493,0.08097397617261493,2.8391983207092206,-3.1981602665623434,-0.04097675492187111,-2.7249756435333468,0.4322078681071255,0.47318462302899666,5.261311238428782,2.366013697680224,1,0.0,,1220.5514717269434,0.0,1.5288591384887695e-05,0.004486365664253916,-0.5298194800418122,5HEAv3TU...,351908.53125,,,,False,7236936,0.8299966391407215,,,,,,,
10,33,33,33,121,sundae_bar,2026-06-10,8377039,0.00598669,0.005809086142107844,0.03057345915474956,IN BAND,False,True,0.0,7134.555338631,2456204.023872765,1.0,1199550.592296676,532892.746710387,-0.000798573,-33393.518280781806,,0.46199078225520124,,,,,2.654414014832721,0.3719770863827863,2.654414014832721,0.3719770863827863,,1.0699436913454607,6.317789550485458,1,0.0,,0.0,0.0,0.0,0.0029047079433498157,-0.5148056867234122,5CXGaDJs...,511559.5625,0.028071099452407756,,,False,5766528,1.0,,,,,,,
