combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,1,15,57,82,Compelle,2026-05-15,8190594,0.019256445,0.022959178313612938,-0.1612746441982863,IN BAND,True,False,0.006633213,489.952084854,159963.77897426,1.0,25443.50372204,20832.064969982,0.001815289,4917.9274538896425,,-0.09907370736418523,,0.09426916546641917,0.09426916546641917,35.579160295224696,-1.2122479688957484,-1.9621748377458166,28.63865298282459,27.88872611397452,29.850900951720337,16.428719156621547,5.728259343504358,1,0.0,,2290.7972753319664,0.0,0.0005035584326833487,0.003062893912582791,-0.8409418814021595,5H6h1PUD...,30106.8046875,,,,True,8026517,0.44021556612553603,,,,,,,
2,2,20,39,96,Verathos,2026-05-15,8190594,0.012179722,0.013116690563037992,-0.07143330541610164,IN BAND,False,False,0.006089854,398.992826197,141795.558711489,1.0,32758.432752719,6615.624507603,0.00172305,3593.4203608671014,,0.01940722273135233,,0.14146874616678443,0.14146874616678443,40.11133850335962,-22.261462577926757,-0.8691052158959033,0.2973388694237471,21.6896962314546,22.558801447350504,18.53372576603181,17.552537056009115,1,0.0,,700.6522069920029,0.0,0.00010682037100195885,0.002813859826236374,-0.7689717527020424,5CGq1JQh...,593151.75,0.06895728705041043,,,True,7692872,0.9068489794720178,,,,,,,
3,3,9,35,102,ConnitoAI,2026-05-15,8190594,0.021650224,0.02452800120227039,-0.11732620112575717,IN BAND,False,False,0.010825103,1960.933257924,303396.877108995,1.0,90573.780683965,53370.11939803,0.003184021,10675.29182129896,,-0.13709408593553934,,0.14706642296172087,0.14706642296172087,14.507567031688632,-17.695940846761893,-1.4274687803633788,-2.535401042380453,13.733071024018061,15.16053980438144,8.661921721283552,-0.6529727726928072,1,0.0,,669.5571331839892,0.0,6.10563438385725e-05,0.006463261179908378,-0.7014690850354076,5HidKLut...,108539.00463867188,,,,True,7840965,0.0,,,,,,,
4,5,23,24,36,Eirel,2026-05-15,8190594,0.009087403,0.008857474196702242,0.025958732499990186,IN BAND,False,False,0.004543693,897.309943207,296529.328909419,1.0,98743.560320336,7955.380418404,0.001479873,7883.404949477845,,-0.06433383387338963,,0.1628488359105456,0.1628488359105456,13.307358616046647,-6.598405276490783,0.3158312454165473,4.380752355424629,11.294988877331958,10.979157631915411,8.86252975267339,2.328200984131236,1,0.0,,1038.25270322297,0.0,0.0,0.0030260411221619894,-0.6670070511716066,5GLGTwG6...,311555.125,,,,True,7894898,0.0,,,,,,,
5,4,22,34,78,Vocence,2026-05-15,8190594,0.009793407,0.009950476698577404,-0.015785143097702986,IN BAND,False,False,0.004896697,604.255195654,225143.033957289,1.0,61700.217983933,14480.695414051,0.001442836,4120.058030185079,,0.003735740532297796,,0.14732727844354881,0.14732727844354881,21.296498248678013,-4.53291231500584,-0.1920525743553863,6.581085891031458,10.921945631681911,11.113998206037298,11.672579665505207,10.182500042640715,1,0.0,,569.6604461370152,0.0,0.0,0.0026838724922247908,-0.725951092176115,5FnQCJW2...,582182.625,0.29426939495215815,BUYBACK_GAMING,,True,7966145,0.0,,,,,,,
6,6,16,1,14,Cacheon,2026-05-15,8190594,0.013069953,0.013100794982165098,-0.002354206916991279,IN BAND,False,False,0.006534961,28685.536384783,2877607.973172874,1.0,2195989.131885623,2510317.502343761,0.010915653,40750.4678440704,,-0.19372025797930978,,0.8351715572351331,0.8351715572351331,0.5986946619241303,19.830521248724462,-0.028642850823393896,26.50206253970656,6.642898440158704,6.6715412909820975,0.9132585204447935,-6.072846629057967,1,1.2852933272281317,MINER_BURN_ONLY,18777.167934063822,13881.167934063822,0.0,0.009968535204312106,-0.23729372214941358,5CKhH8nK...,1927865.375,,,,False,4848444,1.0,,,,,,,
7,7,10,6,118,Ditto,2026-05-15,8190594,0.019244212,0.019270211923867464,-0.0013492287459102238,IN BAND,False,False,0.009622052,6949.119512393,1661710.340787893,1.0,359312.066684174,209185.060682897,0.007967005,15454.001603466924,,-0.14237326815646972,,0.4139948676516346,0.4139948676516346,3.6388426779686007,76.33441172380438,-0.01641561640857439,82.59197471513824,6.241147374925275,6.257562991333849,1.5815030667462446,-2.6187203133652477,1,0.22416289565992042,MINER_BURN_ONLY,7316.9592731271405,2420.9592731271405,0.0,0.004181907846284512,-0.7826926950147653,5DUJfND9...,867819.5625,,,,False,5724794,1.0,,,,,,,
8,9,18,19,38,colosseum,2026-05-15,8190594,0.012449245,0.011982641648501158,0.03893994038928857,IN BAND,False,False,0.006224613,2648.205931411,897590.313252379,1.0,212382.422053218,42381.004416763,0.002264836,6800.137644399714,,-0.07241768390702205,,0.1819255705868107,0.1819255705868107,6.177118920387013,2.774152081258195,0.4737692747363443,7.889378810404486,5.588996003882636,5.115226729146292,2.9278390833759755,1.0618921912407213,1,0.0,,1386.8725841119885,0.0,0.0,0.0029503503907203975,-0.7630096933010477,5CaHKFJZ...,144115.03125,,,ENTRY_REPEATED,False,7284230,1.0,,,,,,,
9,8,11,25,91,Bitstarter #1,2026-05-15,8190594,0.018639303,0.018555305199697614,0.004526888639037561,IN BAND,False,False,0.00931964,2658.83253643,481570.46401282,1.0,142650.887741395,26213.861197467,0.00299879,4805.128899502393,,-0.025904504021064593,,0.1608853077821633,0.1608853077821633,9.211566950690807,-4.816200582372827,0.05507714510829033,0.4641961891204218,5.335473916601539,5.2803967714932485,5.457145311823027,3.931170179197559,1,0.0,,863.4589434920345,0.0,0.0,0.005521170285807268,-0.7037888012332184,5HEe7NjS...,79864.984375,0.1794025403361765,,,True,7633645,1.0,,,,,,,
10,10,48,41,92,TensorClaw,2026-05-15,8190594,0.004622732,0.004848325392231345,-0.046530167424988,IN BAND,False,False,0.002311366,1897.744116513,1002892.045016346,1.0,410530.644138261,26797.4500955,0.000645144,12091.734600761847,,-0.1811999786778761,,0.13955903132606431,0.13955903132606431,3.200784444617926,-3.567358966794864,-0.5661170370040206,0.4756435709571383,3.476885500747982,4.0430025377520025,2.62042162270533,-0.8422180931340768,1,0.0,,1019.9442431470379,0.0,0.0,0.0018922715819149497,-0.5906594667579801,5Ck9Wu6b...,208729.44165039062,,,ENTRY_PRE_EMA_PATTERN,False,7013758,1.0,,,,,,,
11,11,2,45,15,ORO,2026-05-15,8190594,0.033050357,0.032981746131554246,0.002080267920688262,IN BAND,False,False,0.015930057,5829.043921072,763846.309790949,1.0,176266.79567656,163298.78860729,0.004359527,1836.9698609088664,,0.032473879247604934,,0.13190559484728107,0.13190559484728107,7.181999374659182,-7.172551557474852,0.025309926368373852,-3.7882207019562646,3.409640781886962,3.384330855518588,3.440482681286025,3.7976685191405943,1,0.0,,968.433426585043,0.0,0.0006256040651351213,0.007631173766706164,-0.769104649407988,5GE9r7GM...,,,,,True,7366897,0.686887353492803,,,,,,,
12,13,28,28,126,Poker44,2026-05-15,8190594,0.007418121,0.007477928418666124,-0.00799785920881986,IN BAND,False,False,0.003709058,1459.694483747,590047.632107224,1.0,196803.352577113,18240.513733003,0.001163361,4238.446788202331,,-0.018017128300185942,,0.15682691075004032,0.15682691075004032,6.677701760562012,-2.5687241990792034,-0.09730728704064162,0.5156388585920308,2.9870557706305925,3.084363057671234,4.453877715964527,3.593338702890778,1,0.0,,808.17801745201,0.0,1.5234574675559998e-05,0.002473858726513359,-0.6665114081431998,5DqrUa2z...,156958.953125,1.3282895191040576,BUYBACK_GAMING,,True,7525773,0.9710837127523247,,,,,,,
13,12,33,36,99,Leoma,2026-05-15,8190594,0.006317689,0.006459854077547789,-0.022007475066953216,IN BAND,False,False,0.003158843,1424.064971603,709372.392737414,1.0,225442.894391185,55400.617350611,0.000925634,4855.140600709099,,-0.0310500619703212,,0.14651465116437357,0.14651465116437357,5.829396530030142,-4.9839181097587995,-0.26775761331459746,-1.86305589437042,2.853104602073782,3.1208622153883794,3.70468321985121,2.708534314641762,1,0.0,,717.5821136060404,0.0,0.0,0.00200749984941991,-0.6822414257143853,5FxogcQr...,874693.0,0.0,,,True,7415113,1.0,,,,,,,
14,15,31,26,70,NexisGen,2026-05-15,8190594,0.006664715,0.006762500153854489,-0.014459911516416584,IN BAND,False,False,0.003332353,1030.535691635,365646.392358891,1.0,154622.644204721,17142.166843061,0.001071178,3993.2712376650306,,-0.013715455852916026,,0.1607237518783624,0.1607237518783624,8.497933409861702,-9.280071039618697,-0.1759289234497351,-6.487366628738196,2.6167754874307656,2.792704410880501,7.187271787493947,5.705228998981201,1,0.0,,1179.6010107439943,0.0,4.576146602630615e-05,0.002818394255134626,-0.5771170627499261,5HisJVRY...,103717.1171875,0.0,,,True,7787562,0.0,,,,,,,
15,14,60,62,105,Beam,2026-05-15,8190594,0.009394729,0.009811114985495806,-0.04244023091273192,IN BAND,False,False,0.001247546,4182.674445852,1368925.102901085,1.0,444603.325714137,284304.049614035,0.000341412,16825.39236957475,,-0.5776417800771203,,0.03634080344414405,0.03634080344414405,0.7838408010098351,-5.529363321108251,-0.5163561427715717,-2.5038659213428134,2.509141256993866,3.0254973997654377,1.9197544076229074,-2.2416565987556027,1,0.0,,0.0,0.0,0.0,0.003055444331459695,-0.6747703599050388,5G3ic2pA...,925837.875,,,,False,6841399,1.0,,,,,,,
16,17,51,47,25,Mainframe,2026-05-15,8190594,0.004945651,0.004982079146429896,-0.0073118361549917715,IN BAND,False,False,0.002262892,11275.092367558,2774023.444289458,1.0,2279949.476772686,410869.589009441,0.000619278,24434.096495634876,,-0.3708059009997561,,0.12521668027121202,0.12521668027121202,0.5274351625811112,4.4325113207926785,-0.08896067321906655,6.929453777191667,2.407981783179922,2.4969424563989886,0.9473604144946726,-1.9695072938178773,1,0.0,,1072.4358281938858,0.0,0.0,0.00406452670426007,-0.17816143835056894,5F6aRdsB...,66277.2109375,,,,False,2998801,1.0,,,,,,,
17,16,45,43,59,Babelbit,2026-05-15,8190594,0.004726537,0.004940503975376487,-0.04330873458313154,IN BAND,False,False,0.002363268,7655.749870091,3386722.564509135,1.0,1613324.221388022,542027.549191815,0.000656011,23765.270584616577,,-0.37295592795231497,,0.13879315871218187,0.13879315871218187,0.8112423223574018,12.043953327937512,-0.5269229374281004,14.661302588533069,2.090426323167456,2.617349260595556,0.7759714443515089,-1.8061069382381543,1,0.0,,3518.0871112877503,0.0,0.0,0.002260518753534395,-0.5217389066171714,5DkPyHKT...,1852756.875,,,,False,4401833,1.0,,,,,,,
18,21,14,22,67,Harnyx,2026-05-15,8190594,0.013463837,0.013093597954139113,0.028276341396586635,IN BAND,False,False,0.006731906,1554.500892255,360176.741274444,1.0,115462.119219128,18356.596402572,0.002222128,246.91664933589345,,0.0658848709188003,,0.1650441846555332,0.1650441846555332,11.380790487895004,0.6640120605491177,0.3440288203251374,2.0555141170842703,1.73553087686029,1.3915020565351526,7.296417838367698,9.989288431359851,1,0.0,,957.5232985860785,0.0,1.5266239643096924e-05,0.004315939132423091,-0.6794421135354586,5HEAv3TU...,249931.359375,0.8561100254562091,BUYBACK_GAMING,,False,7236936,0.9300058005890653,,,,,,,
19,19,25,29,52,Dojo,2026-05-15,8190594,0.007677145,0.007770788390189409,-0.012050693634591037,IN BAND,False,False,0.003838572,19666.10783447,2482893.906680799,1.0,2561811.453447728,750050.821751462,0.001188476,17171.621308875736,,-0.2575964378901445,,0.15480702787299183,0.15480702787299183,0.5129518916965637,3.9329296144254493,-0.14661677255419095,5.706690369264109,1.6271439822844689,1.7737607548386598,1.058442325275663,-1.260808863142096,1,0.0,,2258.0729434788227,0.0,0.0,0.007920639613941537,0.03171681841902645,5Fv1ZvNP...,5471.0478515625,,,,False,3989825,1.0,,,,,,,
20,18,4,49,97,distil,2026-05-15,8190594,0.031272119,0.032651884481310844,-0.04225684070702223,IN BAND,False,False,0.013711802,5004.687658739,397011.861602538,1.0,160004.694961656,212901.341219053,0.003752464,3744.2741463898274,,-0.013870591775299621,,0.11999391534676623,0.11999391534676623,7.200172740665982,-7.872415901121114,-0.5141248952687705,-5.926330605620273,1.4319604002320703,1.9460852955008408,6.619449578639995,5.254087445165141,1,0.0,,978.9681968310797,0.0,7.627904415130615e-05,0.01260588950299264,-0.5968968555347133,5EUXD91A...,1075219.125,0.0,,,True,7735450,0.0,,,,,,,
21,22,19,3,79,MVTRX,2026-05-15,8190594,0.012223197,0.012060967972502112,0.013450746894258788,IN BAND,False,False,0.006111585,12210.314516254,3261787.148650263,1.0,993797.426925582,322466.162759962,0.005221734,2601.088255931856,,-0.061791591413320766,,0.4271987107791848,0.4271987107791848,1.3153834291999404,1.2265420222270498,0.16365075388014858,2.467540906994936,1.404649638648035,1.2409988847678863,0.8056932841517491,0.07438454443205418,1,0.24409425427076512,MINER_BURN_ONLY,7537.353023934178,2636.217946124263,0.0017395250033587217,0.003743443075771104,-0.6937427192107676,5Fxp7QBG...,3452329.0,0.0,,,False,5173967,0.7980923554861418,,,,,,,
22,20,56,54,49,Nepher Robotics,2026-05-15,8190594,0.005269957,0.005353901535272598,-0.015679133192785653,IN BAND,False,False,0.001970206,2148.711537336,1323463.0495496,1.0,398335.872912463,59570.395334509,0.00053918,6703.720170089509,,-0.10710500516679482,,0.1023120302499622,0.1023120302499622,2.4096772777696254,-5.3553489828574765,-0.1907627871788921,-3.7735889389683654,1.390997256710219,1.581760043889111,1.9856995636518593,0.8279172338805143,1,0.0,,358.7363702758812,0.0,0.0,0.0016235523447875994,-0.6919230375527543,5FL781vf...,605720.1722412109,,,,False,6783158,1.0,,,,,,,
23,28,29,23,76,Byzantium,2026-05-15,8190594,0.006786147,0.006510789738968015,0.04229245177185382,IN BAND,False,False,0.00339307,1341.782392671,588592.088291939,1.0,197718.003077936,23736.567034946,0.001105635,377.3566045409243,,0.06410305765954781,,0.16292529472173237,0.16292529472173237,6.645628984778616,-3.555165840408652,0.5145581632242214,-2.9990715925387232,1.0706524110941502,0.5560942478699289,4.464891819436968,6.089534736908687,1,0.0,,765.1913745569764,0.0,0.0,0.0022796473472227203,-0.664073391392388,5FFNhWd8...,318793.6875,0.4835911811571355,BUYBACK_GAMING,,True,7574784,1.0,,,,,,,
24,30,59,59,37,Aurelius,2026-05-15,8190594,0.00416949,0.003997500520199537,0.04302425451388745,IN BAND,False,False,0.001335637,8876.709442381,3000757.519477209,1.0,2130000.608833273,318520.244789447,0.000365519,-47998.58982455917,DISTRIBUTING_PRE_EMA,2.326950025049191,,0.087665158088879,0.087665158088879,0.3954228826327899,4.85588925943053,0.5234617632522973,5.25131214206332,0.9188846458850872,0.3954228826327899,0.8757788601519023,,,,,,,0.0,0.0029581561938158522,-0.2905232549266571,5GRBbS3a...,1535026.0603027344,0.35494237076428903,BUYBACK_GAMING,,False,3212175,1.0,,,,,,,
25,66,66,66,60,Bitsec.ai,2026-05-15,8190594,0.004840412,0.004524352261796594,0.06985745581134316,IN BAND,False,True,0.0,7417.405641846,3185180.157355634,1.0,1534308.079342459,703115.462186215,-0.000366055,-96358.1701751952,,0.8023659610859816,,,,,10.38956175499323,0.8499323790380083,10.38956175499323,0.8499323790380083,,0.8250710698203614,12.61164782408019,1,0.0,,326.0,0.0,1.52587890625e-05,0.0023287240518300853,-0.5188996201500853,5CXLwkK1...,233519.546875,0.006350779208604552,,,False,4796992,0.7106540159838255,,,,,,,
