combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,1,64,63,96,Verathos,2026-04-28,8068841,0.008000839,0.0027246081735938787,1.9365099457389274,PREMIUM,False,False,0.000436761,4.111871171,24586.029230626,1.0,513.929412819,146.55170834,0.000117021,290.01690125630944,,0.8473888608234404,,0.014626091088697075,0.014626091088697075,279.1449100096332,-52.00042527957557,23.56087100649028,68.36545345430599,143.92674974037186,120.36587873388157,106.88997297401679,158.7790312757516,1,0.0,,0.0,0.0,0.0,0.00016724421550259845,-0.9790966652994019,5CGq1JQh...,279829.28125,11.414335278080463,BUYBACK_GAMING,ENTRY_PRICE_PUMP,True,7692872,1.0,,,,,,,
2,7,54,58,57,gaia,2026-04-28,8068841,0.008562681,0.0008167529013007879,9.483808488911137,PREMIUM,False,False,0.001584518,898.651251,149242.237859813,1.0,104949.592860373,1815.629098476,0.000424538,11604.958513082718,,-0.40428093532852116,PRICE_UP_FLOW_DOWN,0.049580032235231,0.049580032235231,4.633736724192242,88.59148382536881,115.3863366150855,99.73776674435189,126.53261953406857,11.14628291898308,17.608956001239722,-6.512546194790837,1,0.0,,0.0,0.0,0.0,0.0060214270697557205,-0.2967825065822585,5HdpnCSY...,899874.5,,,,True,8057320,1.0,,,,,,,
3,2,60,60,82,uruz,2026-04-28,8068841,0.006799665,0.005217099562287331,0.30334200427235586,PREMIUM,False,False,0.000909848,14.60389596,42216.562438312,1.0,2147.734635141,253.80763516,0.000243774,852.3079306561951,,0.31932327408914757,,0.035850883830306345,0.035850883830306345,163.72894949054404,107.12542019345312,3.6906610519803293,193.56415314350306,90.12939400203027,86.43873295004994,62.250449781175476,77.2902165404941,1,0.0,,0.0,0.0,0.0,0.0003459281172250728,-0.9491257117482886,5FFPqmc9...,7577.9873046875,0.0866258090677156,,,True,8026517,1.0,,,,,,,
4,3,36,49,78,Vocence,2026-04-28,8068841,0.007183168,0.00753519288264215,-0.04671743485864363,IN BAND,False,False,0.002529998,107.451222293,101996.297875055,1.0,14958.698995872,2091.967520537,0.00067786,2498.6150782617296,,0.06253977509632239,,0.0943678332457211,0.0943678332457211,61.87770229239304,7.263113584073652,-0.5683954574468308,41.202128298630235,33.37061925710975,33.939014714556585,25.765641055122295,27.938687577836454,1,0.0,,0.0,0.0,0.0,0.0010534815922890383,-0.8533402542876571,5FnQCJW2...,123101.859375,0.04415304226377216,,,True,7966145,0.0,,,,,,,
5,4,61,56,83,CliqueAI,2026-04-28,8068841,0.004751458,0.005346223013475537,-0.11124957039322705,IN BAND,False,False,0.000907762,4922.421664954,1666261.452525232,1.0,1035690.5268927,98921.101683462,0.000243215,89551.81447740283,,-0.8617327479319462,,0.05118744604287778,0.05118744604287778,0.48463920776732017,-5.051106872517359,-1.3535364397842624,12.572093772959363,16.269664205692457,17.62320064547672,1.5771834582245456,-17.138561437709402,1,0.0,,839.5243245205784,0.0,0.0015869210474193096,0.002954171242150524,-0.37826005361922094,5DqEjRLy...,553475.1875,,,,False,5231190,0.3660802986895947,,,,,,,
6,5,25,40,36,automata,2026-04-28,8068841,0.006955799,0.006978344172239304,-0.0032307337790805236,IN BAND,False,False,0.003477899,318.032115429,173222.900479358,1.0,45721.879688354,1742.453525945,0.001023806,4265.255145635281,,0.014166348854141371,,0.14718740435139083,0.14718740435139083,28.73897989726911,6.977124348519589,-0.039307260978813034,20.79700420185414,13.780572592355739,13.819879853334552,15.171204227198377,14.91910004393456,1,0.0,,0.0,0.0,0.0,0.001835970385837628,-0.7360518344711185,5GLGTwG6...,215403.71875,0.716475506792963,BUYBACK_GAMING,,True,7894898,1.0,,,,,,,
7,6,15,34,102,ConnitoAI,2026-04-28,8068841,0.010738658,0.010917882900685072,-0.016415719266766098,IN BAND,False,False,0.005369314,497.854435489,174087.107317078,1.0,46360.42955183,4546.334552953,0.001689884,3929.1159013014985,,0.013399378725547872,,0.15736454219884832,0.15736454219884832,28.342736724119774,-17.556856304804413,-0.19972458441232085,-4.277500106016491,13.0796316143756,13.279356198787921,15.095891019737753,15.063380525331853,1,0.0,,0.0,0.0,1.527741551399231e-05,0.0028598007236815084,-0.7336910511833501,5HidKLut...,82022.60546875,3.9523523015623634,BUYBACK_GAMING,,True,7840965,0.6422162418395571,,,,,,,
8,8,3,41,97,distil,2026-04-28,8068841,0.046986355,0.04743002401664853,-0.00935418072933712,IN BAND,False,False,0.023493177,3655.431008097,313755.790675444,1.0,77765.587464607,153215.087827788,0.006834373,4227.400507184517,,-0.003239658920634734,,0.1454544196926959,0.1454544196926959,16.88995607337193,-0.715624035281311,-0.11380919887360162,8.54936765971743,9.151182496125138,9.26499169499874,8.375941028347304,7.624964378373191,1,0.0,,152.20585794199724,0.0,0.0,0.011650561094753657,-0.7520437349363733,5EUXD91A...,993037.75,0.6374089145037782,BUYBACK_GAMING,,True,7735450,0.0,,,,,,,
9,9,4,32,15,ORO,2026-04-28,8068841,0.034095361,0.03307275683619082,0.030919834378311147,IN BAND,False,False,0.017047655,3766.626922612,657074.522552213,1.0,110371.121688256,91572.953913013,0.005585835,4069.507384053679,,-0.017247585623029946,,0.16382976558013274,0.16382976558013274,11.894259309582004,3.603069882024596,0.3761913182694523,11.896800610556053,8.669922046800908,8.293730728531456,3.999546337289575,3.6005285810505483,1,0.0,,311.67705720686354,0.0,1.52587890625e-05,0.005732419677423564,-0.8318709786523872,5GE9r7GM...,,,,,True,7366897,0.7500076295109483,,,,,,,
10,10,22,16,99,Leoma,2026-04-28,8068841,0.007876391,0.007923912024125457,-0.005997167053441844,IN BAND,False,False,0.003924365,1136.864006739,616237.220078092,1.0,144334.141507061,33848.791825795,0.001487315,5330.945209071739,,-0.052589570882758785,,0.1888320424925578,0.1888320424925578,9.071648991318362,31.28422928103173,-0.07296553248354243,37.66004985610915,6.302855042593875,6.375820575077418,4.264591482590048,2.695828416240944,1,0.0,,947.5141416752012,0.0,0.0,0.0018448480060891683,-0.7657749588499138,5FxogcQr...,653099.8125,1.1507823442818783,BUYBACK_GAMING,,True,7415113,1.0,,,,,,,
