combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,14,18,40,26,alchemy,2026-05-06,8125865,0.010749476,3.313319757580757e-05,323.43219449030187,PREMIUM,False,False,0.00465892,1954.749007135,288814.824507734,1.0,181845.970549499,3473.160925831,0.001403636,-1942304.1425638986,DISTRIBUTING_PRE_EMA,1.3421685607422595,,0.13057715557483918,0.13057715557483918,6.26353650279891,118.21620192649833,3935.0916996320057,124.47973842929724,3941.3552361348047,6.26353650279891,9.099255914163182,,,,,,,1.0,0.006768174073012845,-0.37037172109479155,5FsVAEPM...,1220961.125,,,,True,8123781,,,,,,,,
2,1,29,64,96,Verathos,2026-05-06,8125865,0.019549006,0.01948670018464327,0.003197350745193534,IN BAND,False,False,0.003611806,120.053661116,82151.670757718,1.0,6141.176567791,2319.961031761,0.001088162,1264.002957318482,,0.12266833391109129,,0.05566329050182909,0.05566329050182909,79.06319623879416,23.749378815604846,0.03890110073318799,68.78975351011717,45.07927579524551,45.04037469451232,31.98961111515926,34.02282154428184,1,0.0,,261.5578770999946,0.0,7.631978951394558e-05,0.001461366031983241,-0.9252460185452273,5CGq1JQh...,361145.78125,0.15846738021647924,,,True,7692872,0.9118419023158499,,,,,,,
3,2,32,65,82,Compelle,2026-05-06,8125865,0.021389898,0.016354998340830207,0.30785082054090956,PREMIUM,False,False,0.003343724,164.506349758,102766.106896731,1.0,7691.029968999,3361.981189276,0.001007395,-464.9736597655092,DISTRIBUTING_PRE_EMA,0.26963731849855865,,0.04709676502431194,0.04709676502431194,53.416215756575504,108.73041814145958,3.7455183165810664,128.38955050469417,23.40465067981565,19.659132363234583,25.572633617821683,33.75708339334092,1,0.0,,90.66452198199659,0.0,0.0,0.0016007840982368961,-0.9251616768702265,5H6h1PUD...,17878.83203125,0.04275169887231953,,,True,8026517,1.0,,,,,,,
4,3,7,45,102,ConnitoAI,2026-05-06,8125865,0.032217352,0.03190908185206354,0.009660890569200928,IN BAND,False,False,0.012420895,1464.737171418,255541.772331111,1.0,45466.849441951,21950.23687863,0.003742159,4379.890557285034,,-0.026640614412857998,,0.11615352497002238,0.11615352497002238,22.2853032591502,100.92514415110938,0.11754083525861128,115.80210815326583,14.994504837415068,14.876964002156457,10.284032923567752,7.408339256993743,1,0.0,,512.6228381489982,0.0,9.154155850410461e-05,0.005731889381748939,-0.8220868871610262,5HidKLut...,93030.56884765625,0.286753459500592,BUYBACK_GAMING,,True,7840965,0.0,,,,,,,
5,4,25,49,78,Vocence,2026-05-06,8125865,0.010927679,0.010424820939078927,0.0482366137375115,IN BAND,False,False,0.003894355,326.798681602,163755.479643464,1.0,29906.019388026,8234.291868091,0.001173289,1739.9681090387821,,0.05293344281861807,,0.10736854550723902,0.10736854550723902,31.317032522377733,27.16403134725517,0.5868788004730565,40.139517441753384,13.562364894971273,12.975486094498216,16.048317929401833,18.341546427879518,1,0.0,,190.72494946299594,0.0,0.0,0.0019956503581652425,-0.817376557440492,5FnQCJW2...,376429.90625,0.10995140888451413,,,True,7966145,0.0,,,,,,,
6,5,51,38,92,TensorClaw,2026-05-06,8125865,0.004325553,0.004585192305967212,-0.05662560883854632,IN BAND,False,False,0.001954777,1689.535039811,932379.978560085,1.0,390617.510556446,23797.601096511,0.000588934,28587.604920960788,,-0.3915813941475761,,0.1361523023761355,0.1361523023761355,3.040572604267899,-0.9748245439169199,-0.6889449075356469,9.051621449833805,9.337501086215077,10.026445993750725,2.818593342232139,-6.985873389482826,1,0.0,,28.103573069152844,0.0,0.0,0.0018120670527698617,-0.5810785227299581,5Ck9Wu6b...,190937.97290039062,,,,False,7013758,1.0,,,,,,,
7,6,3,32,15,ORO,2026-05-06,8125865,0.04018968,0.043091478291898966,-0.06734042105128926,IN BAND,False,False,0.020094834,5236.272454384,718377.516575622,1.0,130178.621215066,135499.686501743,0.00626774,9910.875998185642,,-0.1276833409276835,,0.15595396629184408,0.15595396629184408,10.085270430835998,12.049926339415899,-0.8193084561240194,21.930343184112843,9.061108388572926,9.880416844696946,3.6582436662650704,0.20485358613905175,1,0.0,,482.1418448489858,0.0,0.0007476729806512594,0.0072890260810839136,-0.8186343837252769,5GE9r7GM...,,,,ENTRY_REPEATED,True,7366897,0.6867727511442335,,,,,,,
8,7,40,1,55,NIOME,2026-05-06,8125865,0.005476518,0.005716851679608226,-0.042039516341745665,IN BAND,False,False,0.002738253,8733.065056844,2971447.496960293,1.0,1592934.528271564,382162.502086149,0.003515207,69161.86592868017,,-0.30556761713683134,,0.6418689758711649,0.6418689758711649,0.8240095358456626,14.21216564753265,-0.5114807821579056,23.729177969758165,9.00553154006761,9.517012322225515,0.8844174439186188,-8.693002786379852,1,0.8306465866679705,MINER_BURN_ONLY,13867.208435469307,8970.983136014082,7.632095366716385e-05,0.0029389935597979363,-0.4633463160720121,5GeWUxaF...,104911.9609375,,,,False,4703386,0.0,,,,,,,
9,8,4,37,97,distil,2026-05-06,8125865,0.041312901,0.04389197565615177,-0.05875959369785846,IN BAND,False,False,0.019931072,4652.230660206,359170.443197042,1.0,112577.657185449,177211.819134124,0.006004821,7612.03502951689,,-0.09313816621785366,,0.1453497782690206,0.1453497782690206,11.258869355734111,-5.653228063452164,-0.7149083899906112,3.4459821838140146,8.384301857275567,9.099210247266178,7.3168604203833985,2.159659108467932,1,0.0,,946.9265601409897,0.0,7.627904415130615e-05,0.012952710191839956,-0.6864729932221425,5EUXD91A...,1037162.5,,,,True,7735450,0.19999999999999996,,,,,,,
10,9,20,31,36,automata,2026-05-06,8125865,0.008596622,0.008742293110117316,-0.0166628032579614,IN BAND,False,False,0.004298308,584.928477349,234933.549409865,1.0,68042.706320534,3576.495594262,0.001345979,3757.0741729655056,,0.006054359175979318,,0.15657068555532627,0.15657068555532627,19.311683156879745,10.416770666312095,-0.20273077297186368,18.773008247336367,8.15350680805241,8.356237581024272,11.18614181159453,10.955445575855473,1,0.0,,196.95712759101298,0.0,0.0,0.0024897613764330185,-0.7103791028111951,5GLGTwG6...,235966.21875,0.1593173411153539,,,True,7894898,1.0,,,,,,,
