combined_apy_rank,real_apy_rank,emission_rank,epr_rank,netuid,name,date,block,spot_price,moving_price,momentum_30d,ema_band,ema_lag_flag,low_emission,tao_emission,tao_reserves,alpha_outstanding,alpha_out_emission,alpha_in_pool,volume,ema_tao_inflow,pool_growth_real,pool_ema_divergence,flow_momentum,flow_price_divergence,emission_price_ratio,emission_price_ratio_raw,emission_apy,price_apy_7d,price_apy_30d,combined_apy_7d,combined_apy_30d,real_apy,gross_emission_rate,net_supply_delta,supply_days_gap,supply_defence,supply_defence_quality,burned_tokens,manual_burn,miner_burn_rate,liquidation_price,liquidation_haircut,owner_coldkey,owner_stake,owner_inflow_pct,owner_inflow_flag,large_entry_anomaly,immune,registered_at,vali_miner_share,best_validator_uid,best_validator_hotkey,best_validator_take,best_validator_raw_apy,best_validator_apy,best_validator_div_pct,best_validator_trust
1,16,4,23,40,Ralph,2026-06-19,8441730,0.015494021,0.007768292678520083,0.9945207578033382,PREMIUM,False,False,0.007746976,1402.872205171,78367.849371615,1.0,90542.822094892,14734.070733258,0.000564844,7634.440648415955,,-0.2566795588326251,PRICE_UP_FLOW_DOWN,0.03645561084498337,0.03645561084498337,14.512407368936632,201.16743416194817,12.100002553273947,200.43334495322193,11.365913344547709,-0.734089208726239,33.5341600040369,15.246496577662871,1,0.0,,23.474237958987942,0.0,0.0,0.017901119099475036,0.15535657912655698,5HeKCDfd...,460212.03125,,,,True,8409860,1.0,,,,,,,
2,1,12,11,57,gaia,2026-06-19,8441730,0.010265451,0.01013729046098888,0.01264248464659451,IN BAND,False,False,0.005132694,2500.836432315,538582.642985991,1.0,243635.222212941,19361.507679938,0.00077347,13741.118624559196,,-0.4440770890503017,,0.0753469087719575,0.0753469087719575,5.393683352378877,23.257120431679706,0.15381689653356653,30.64330470078051,7.540001165634374,7.3861842691008075,4.87947399387016,-1.9925009167219296,1,0.0,,21.000000000116415,0.0,0.0,0.004643366185085264,-0.5476705129579534,5HdpnCSY...,717270.5625,,,,True,8057320,1.0,,,,,,,
3,2,5,14,96,Verathos,2026-06-19,8441730,0.014775593,0.015016454737633467,-0.01603985373657015,IN BAND,False,False,0.007387784,2209.632003547,377217.173091483,1.0,149546.395430411,32230.833578296,0.000868489,7682.190511229826,,-0.16248078551328965,,0.05877862228609031,0.05877862228609031,8.786574561209298,-6.435634231629307,-0.1951515537949368,-0.6576063229855276,5.5828763548488425,5.77802790864378,6.966809009415527,3.008546652565518,1,0.0,,35.17784080794081,0.0,0.0006103529594838619,0.0058577184740502735,-0.6035544242420408,5CGq1JQh...,745964.625,,,,True,7692872,0.8672112383488391,,,,,,,
4,3,3,12,38,ChronoLLM,2026-06-19,8441730,0.01956751,0.01957187312655151,-0.00022292840972845123,IN BAND,False,False,0.009783746,5295.329578547,1176392.895028897,1.0,270187.939759533,117984.485210272,0.001219725,-180.52479951118585,DISTRIBUTING_PRE_EMA,0.23227946317078393,,0.06233419581745455,0.06233419581745455,4.855539982282859,-2.6462598835048343,-0.0027122956516961567,2.2092800987780246,4.852827686631163,4.855539982282859,2.233947528164428,,,,,,,0.0,0.004501327405940279,-0.7699591104877279,5GeWgtBA...,166128.921875,0.05226607334751983,,,False,7284230,1.0,,,,,,,
5,4,14,24,102,ConnitoAI,2026-06-19,8441730,0.011177346,0.01113337418064475,0.003949550122162731,IN BAND,False,False,0.004107419,2710.976368199,479650.011510496,1.0,242523.489276208,99494.692119295,0.00037086,-2443.8562406878336,DISTRIBUTING_PRE_EMA,0.9509808563357163,,0.03317961168957282,0.03317961168957282,3.9817009320413383,-7.633838841801687,0.048052859819646555,-3.6521379097603486,4.029753791860985,3.9817009320413383,5.478994969110914,,,,,,,9.157066233456135e-05,0.005651988539855745,-0.494335369070999,5HidKLut...,928827.9252929688,2.6152425100470924,BUYBACK_GAMING,,True,7840965,0.10142074899529918,,,,,,,
6,11,18,3,101,Tag101,2026-06-19,8441730,0.005230115,0.004568932345137,0.14471272606317698,IN BAND,False,False,0.002615018,4090.164290083,2002236.958846512,1.0,781345.174581238,148251.53687676,0.000966533,-62710.585092799854,DISTRIBUTING_PRE_EMA,35.96736731666727,,0.18480148142058064,0.18480148142058064,1.680193463294978,2.4449148016838413,1.7606715004353197,4.125108264978819,3.4408649637302977,1.680193463294978,1.3125319600103624,,,,,,,0.0,0.002042797318275127,-0.6094163668915259,5H8dNvi1...,566021.625,0.028058799108962494,,,False,5481350,1.0,,,,,,,
7,5,22,13,87,unknown,2026-06-19,8441730,0.004439126,0.004381187027320266,0.013224491974078585,IN BAND,False,False,0.002219556,1703.735339996,1162418.085862772,1.0,383899.13108238,39752.095685382,0.000269784,9141.488318232237,,-0.25988433978206715,,0.06077412535710859,0.06077412535710859,3.4236498070256,14.960551694810627,0.16089798568462277,17.999891475084492,3.2002377659584873,3.0393397802738646,2.260804466105189,0.38431002675173526,1,0.0,,430.7970064349938,0.0,0.0,0.0014656820645830286,-0.6698264332701913,5HdgsLyv...,511904.75,,,,False,7208725,1.0,,,,,,,
8,7,20,21,113,TensorUSD,2026-06-19,8441730,0.004919753,0.004713924368843436,0.04366396553092423,IN BAND,False,False,0.002459866,2526.268063738,1217580.626914742,1.0,513543.653003852,52426.049884629,0.000215966,-33613.08094616141,DISTRIBUTING_PRE_EMA,1.7514108568128206,,0.04389773226420107,0.04389773226420107,2.558923948250663,3.536241663761855,0.5312449139595781,6.095165612012518,3.0901688622102412,2.558923948250663,2.1583786255364092,,,,,,,0.0,0.0020748261001321726,-0.5782662056139459,5GndoVhM...,188812.625,0.01934804647652848,,,False,7119664,1.0,,,,,,,
9,6,10,18,122,CookingTAO,2026-06-19,8441730,0.01178382,0.011969649931415915,-0.01552509325508176,IN BAND,False,False,0.005891904,2169.008543942,224063.443875751,1.0,184062.744861884,31129.551607434,0.000612205,7336.685250801529,,-0.16425948425320466,,0.05195301693338832,0.05195301693338832,7.138710336225419,1.8303537076461394,-0.18888863460349473,4.809400374762527,2.7901580325128927,2.9790466671163873,11.72882088457631,4.159663669109031,1,0.0,,940.012912104954,0.0,0.0,0.009680332081054559,-0.17850645367507664,5F3uH1G4...,472691.125,,,,True,8238082,1.0,,,,,,,
10,8,1,5,95,Actual,2026-06-19,8441730,0.053115398,0.0518587960395962,0.024231221246330842,IN BAND,False,False,0.026557602,30548.680671585,2407192.691825856,1.0,573677.988853468,405344.817725741,0.005434195,-15379.313437486999,DISTRIBUTING_PRE_EMA,0.7249304450091022,,0.10230922114148519,0.10230922114148519,2.2846609582363615,-1.2922981791552537,0.29481319183035853,0.9923627790811078,2.57947415006672,2.2846609582363615,1.0917281399714875,,,,,,,0.0,0.01269058383872619,-0.7610752377544796,5D5UhUuc...,355942.875,0.016089082462853767,,,False,5403674,1.0,,,,,,,
