hotkey,uid,invocation_share,emission_share,delta_inv_emit,weight_share,chute_diversity,avg_tps,pass_rate
5DXfJKuHEW8F3q6aVqVrykc8jNKvnvXo2tjZ9pqHnHj5wKaY,22,9.191616766467065e-06,1.526344713599548e-05,6.0718303695284134e-06,2.7157303366364223e-05,2,0.0,
5HMaexp8oudN42e6CSwSrVe47RodueM4U71Ecf1H6pU8gKDB,90,5.0898203592814375e-06,0.0,-5.0898203592814375e-06,1.2988275523043759e-05,1,0.0,
5E6mcjqGEVYMvT6R6hgk4XJ5bdqT3vRKyC1dTSKAnsN1MtQd,83,1.407185628742515e-06,0.0,-1.407185628742515e-06,7.871682135178036e-07,3,84.68738461538463,
5HmwgHVLSvmVxqA2BQ7z9xyedCTdqo5CXHGFjYAqGGEzyHux,218,6.886227544910179e-07,0.0,-6.886227544910179e-07,1.1807523202767054e-06,1,74.74591304347828,
5FcXdhSJmAjZtT81AJ2mPUrSexGm9cKPA2Bctp3tgsAA6BK6,170,3.592814371257485e-07,0.0,-3.592814371257485e-07,3.935841067589018e-07,1,0.0,
5FNvG48CxpRTDDeYBcGJwcwu57uXmpxavHZXagFWAJ47w8JZ,169,2.3952095808383233e-07,0.0,-2.3952095808383233e-07,0.0,1,0.0,
5H3UYKupFLedAf2bWmpmMFAcpKRu6H1pXDubdHxnHC16Pag7,197,0.0,0.0,0.0,0.0,0,0.0,
5GRbxcRk3x7DqTsyi9ucGVsF43hrSLM7CXmiSWjr7UeKCdXc,159,0.0,0.0,0.0,0.0,0,0.0,
5ECXpaSqtxriV8UqRWTpc9H73ZootcDNP2HvAArrGjcc47dq,167,0.0,0.0,0.0,0.0,0,0.0,
5EcWvNEwSSMxK29e1Rz2CbtJHPWLXM4jdL9HKBDx9dTH3om1,178,0.0,0.0,0.0,0.0,0,0.0,
5HKEt93ZzuA6Kq8Ss9jxM1uxf1U6tp1aF1Sk7B8z5MDECQc8,238,0.0,0.0,0.0,0.0,0,0.0,
5Cu5vCLqct58ZugWfgfW88LZcQ11sgzYkKjyALFAbxzsjqgy,133,0.0,0.0,0.0,0.0,0,0.0,
5ED8ahWxXn6NTZ2Ys3TZ8Ej7SuoWMj9y7fHsuqLjJsjTvJv6,184,0.0,0.0,0.0,0.0,0,0.0,
5Gga5pgiWheibnvJfNzxpnmt9HNeqjDaUoz8Fk2bePATRFEG,155,0.0,0.0,0.0,0.0,0,0.0,
5FXE4pTFx8nQn5M22xH9FFM93ZnKNCdnNxC6n2F2g4RoHgJK,248,0.0,0.0,0.0,0.0,0,0.0,
5HbQpEgwCLiEGJyKjsgRN812yuVdDa5QCQ4yTaT86WWmj9mb,4,0.0,0.0,0.0,0.0,0,0.0,
5Eyg6h4jfRbp3zbZRakMrVzy59DSRAJV6dBmFnMQ5QK4TTfd,78,0.0,0.0,0.0,0.0,0,0.0,
5HjJF6zWzggE7DjkR2vY3jgk8W3En6h2DzRnNS5T1A76MTv3,245,0.0,0.0,0.0,0.0,0,0.0,
5CYAKnDyqToTANGVbghrrWHoH4Cxtft1XcYoKjT5SxYfbXTF,137,0.0,0.0,0.0,0.0,0,0.0,
5FTTmFS2itGuCbXf9ZWtDn8sA7E4fD1BQ1k9hWg7ZBK9m5vr,175,0.0,0.0,0.0,0.0,0,0.0,
5GNNnMKcvJWGcc2hzbhvXmWxNDLo6gFsZVeQiRhzMxq5hjpZ,129,0.0,0.0,0.0,0.0,0,0.0,
5CdUej7yMEpyktRP9ZMsPg3gc87GTBPDCK74hQ5poTHPMif3,255,0.0,0.0,0.0,0.0,0,0.0,
5EfJvLMWQeCeCvqr2s4UwYEGc2Q9mbJwaYNVpPbxbyh64eFf,136,0.0,0.0,0.0,0.0,0,0.0,
5G6kS8MfjN1Hcgb5h6VgrNb29XYGsvBPbK38XkgC8VfEir5V,35,0.0,0.0,0.0,0.0,0,0.0,
5DhniERsRJXPgUx7rMCbwrGfxZDk3kHMhtiGTBNHTF3BkdpF,206,0.0,0.0,0.0,0.0,0,0.0,
5Ca32LwMizgx7VGESpkuRCYTsHZoVc9JX7gUML2enXSqpk3R,94,0.0,0.0,0.0,0.0,0,0.0,
5C61LbuMR2Feq3qMfgYo7HLCwuwTWBpwkM6M38nLA54zJ4FD,93,0.0,0.0,0.0,0.0,0,0.0,
5GZLFWNqjJiddUDcGkqMKPW7Mcy2A1aWj7DrtX62TkhGNcE3,141,0.0,0.0,0.0,0.0,0,0.0,
5CwXCdbJy1D4MZVA3cNQzqJAxA8FRcg9TdGshPdAKRjkDJv4,134,0.0,0.0,0.0,0.0,0,0.0,
5DU9EKEVhj8jrcFGNJ2zN2CZKTWFmLAR7UmB1R9Q1e4BFd8s,182,0.0,0.0,0.0,0.0,0,0.0,
5FLPUs8Tef8JexZig4bHA6sGvgcT9AbsiCvZMWKHRKrTV1ZE,217,0.0,0.0,0.0,0.0,0,0.0,
5EPkXvUcEkSpWGLF6oA51N1f8nuYd7BnqdAikV8YL9DcJ8w6,79,0.0,0.0,0.0,0.0,0,0.0,
5ExyZuctGkEH3rQDFvxpDgR3qWdjeGsoDngR4qakTauw7VUb,199,0.0,0.0,0.0,0.0,0,0.0,
5GbSHDKA5PCxcKxuBmHTg3tRCYnjBDvxAPGjvttsLEWFQEbX,82,0.0,0.0,0.0,0.0,0,0.0,
5HWJ43ER6SnpnMgubNXKQTRUtxnXHHo4s9jtAyR2FRTfxGkR,52,0.0,0.0,0.0,0.0,0,0.0,
5F1pnsCfVF2dxu3bg2NzPPD4L2Dui1ckakMaUmcZTEzHpVXS,211,0.0,0.0,0.0,0.0,0,0.0,
5HmbMYDPtGBb4v2N7xDUu4n1P2GjL7QDEk2KEpBbNN1cnMQN,63,0.0,0.0,0.0,0.0,0,0.0,
5Eq27KCL4D4sKADDttbuEDWHtdJKWRkSmPKLqc5Tf3So9M9N,24,0.0,0.0,0.0,0.0,0,0.0,
5EP4LAecycmYdKKCG2RmHAhkXGLUm9iWT1NyJAqM2nJefHZL,156,0.0,0.0,0.0,0.0,0,0.0,
5EC9E95FpaziGkfD9Ngp4RREv1RTqfXG3HSAcETdaoieW8Xj,33,0.0,0.0,0.0,0.0,0,0.0,
5G9ZaF89zKeLU4AtTYJjT8dBttW8cR3W7kZnb1QBqTYnaVMy,163,0.0,0.0,0.0,0.0,0,0.0,
5DXPu7dQYH2eKbJ52RPKz5JzzFX7r4u3pkJwq4WYxj7c2hmB,193,0.0,0.0,0.0,0.0,0,0.0,
5FhLFuwL2wR89GBu37Sr7ZvTaWN9x91LAT1zXTkKRh6kaTyq,102,0.0,0.0,0.0,0.0,0,0.0,
5CAAxTpdKUAkQ28aYAPABGXxSGpAkQ6u8jQPwmg5mMaKpQ1C,46,0.0,0.0,0.0,0.0,0,0.0,
5H8meiRCEsxTfan2aRfnNwMu1Q9CMwQwU6jWbPDRgBDDDUoR,112,0.0,0.0,0.0,0.0,0,0.0,
5DiJwrYFkMhsEV9a8PdyoGzehe6sEJigKvkemdhjw6h88fwQ,185,0.0,0.0,0.0,0.0,0,0.0,
5H3vKf42hhy11dQVgGaPmx1wdLkTVRsFKELNd3kh4twaMo3G,55,0.0,0.0,0.0,0.0,0,0.0,
5CLU51PTxQEoPTd6xbSfCep8Ap3ARMMrUtFZapyHZTQbjUV1,30,0.0,0.0,0.0,0.0,0,0.0,
5Cw4vQd2EWsYZeU8nv3ntD74fZebd2u7EBuRiGbywHJ5bhDK,37,0.0,0.0,0.0,0.0,0,0.0,
5D7kFWKcrbiaxFM57HSzFd6yrBEXCGXMxiDsYUqPMZb2cfNA,31,0.0,0.0,0.0,0.0,0,0.0,
5Fh2zf5da6iEg4gra9LS2ppAq6qCoR1DZjUwQAD1fadKCuL9,120,0.0,0.0,0.0,0.0,0,0.0,
5ENYfeYpqtDFVFt69hi5DnxCrT2brgtDnUuDK9uKe6XFLGUS,107,0.0,0.0,0.0,0.0,0,0.0,
5Dqwt5JL2y6WD4EUiVhNzSbx45945teNVU8n9T4doicDhFYH,253,0.0,0.0,0.0,0.0,0,0.0,
5HDgo5aBcc4HFMkFBF2MtfUjhN7SA3LoqJqFfxssUELNThSu,39,0.0,0.0,0.0,0.0,0,0.0,
5C7kXmS2QgWminvrV9bJ3sxW8PWJqM5fAShBer5AGu9JgAgQ,85,0.0,0.0,0.0,0.0,0,0.0,
5CDP87B2xkWf2TdnUmPWw29xK5PatroAFTSvzFX1hfScR39q,76,0.0,0.0,0.0,0.0,0,0.0,
5HTh9BY7qzvL2r871tBAhwTUDMyv6X4iJBZTLUx4zjqPzw9H,150,0.0,0.0,0.0,0.0,0,0.0,
5FxupdBah7dBxJrpBD8iCWXpsriHac53uRifrsa4YX8w6468,205,0.0,0.0,0.0,0.0,0,0.0,
5ChV1YxovrSKid5hRRC3Ax3GLWqCT6LqGYSuKoLFYcmNuQaw,42,0.0,0.0,0.0,0.0,0,0.0,
5CRtZLMTqKDih1tn6qTyBg5HL2bCJR8PFFQJGaEDFWNJvPq9,237,0.0,0.0,0.0,0.0,0,0.0,
5HTn5NcpCMabvHysyESrNirifM4GQqQJSnBT64kM7qCBas64,71,0.0,0.0,0.0,0.0,0,0.0,
5HSq2U6CLCJx65nK2MBUwLttJS3wf4pFvMGhrgpiEVuLot1Z,151,0.0,0.0,0.0,0.0,0,0.0,
5FFA5k6c9u6cwefrPJ3HTmFeHVPjnbaVYcxAmiJeQDYrpxTU,104,0.0,0.0,0.0,0.0,0,0.0,
5DfNuujMBon9981Sbg4XiaNCjEWkYx5aLge7P2YQwGj5u3LW,210,0.0,0.0,0.0,0.0,0,0.0,
5E2HgKB8MKdCj9HQGP4JmbGBKnuYBgDhuLy1vjLSnoFVXewo,209,0.0,0.0,0.0,0.0,0,0.0,
5EU1eoc3XvXASqkPJ3ST5LRWsykFEUyXr8xyChogB4xj4hi5,15,0.0,0.0,0.0,0.0,0,0.0,
5H5yiZPYhn6wega6FRXSnFo2141pCNgjKdnLJEGu6LBAVX9k,247,0.0,0.0,0.0,0.0,0,0.0,
5FLoWCDovMPeH3Gv4syQSZ8TuKcMv6N27g8diDU8zJSeRv8m,6,0.0,0.0,0.0,0.0,0,0.0,
5F4rMv2uyj6fFsVXLS4ti2zPiCQUXNGQ5ovhHvJKmAs3ofvG,36,0.0,0.0,0.0,0.0,0,0.0,
5HB94P842C3dF2iRDv2thpwVZXxZRQhNb4CGYn91CL4HuXQf,3,0.0,0.0,0.0,0.0,0,0.0,
5CyACRMKRpVm5uCkGwDazSEyzG7Xwrjq7jXHLWZXnyRoJL8b,229,0.0,0.0,0.0,0.0,0,0.0,
5DHjMn3axy8erTVupPHGw29nQbPHEtFMDcWHggMmxsg3YFCm,58,0.0,0.0,0.0,0.0,0,0.0,
5GTVgSq61H4HF6vLop9Nv7Uuw6xxLjynyJwWTkFGagYtkCNN,45,0.0,0.0,0.0,0.0,0,0.0,
5HK6dGD8NcwWdKhZSqELVhbjFArJz5bB7urZKWGzc1CaYpCr,17,0.0,0.0,0.0,0.0,0,0.0,
5C7ULDdnpj2GfKuaJsVDBcDsYkAQUZgq9jMrhxMSkyEk1o8i,7,0.0,0.0,0.0,0.0,0,0.0,
5FXCy2cawSTHQegKeaRxPFr5UFPF2MzydaRGNsMoeJQHdhwU,222,0.0,0.0,0.0,0.0,0,0.0,
5EP7BQH49Kk7E7rTiX6DkVYLWwMCH9z3cPbTbc6m8VqtyGGR,81,0.0,0.0,0.0,0.0,0,0.0,
5HBt4e7RGQDdqBQtjBvHR9pLCazLPPRybm7YWHsN3wJkDQTK,32,0.0,0.0,0.0,0.0,0,0.0,
5E1Z8N7v4uN4x7tAmJWtLeEp5UHZfquvGuR2VeCDcthRay46,101,0.0,0.0,0.0,0.0,0,0.0,
5Chzt5zPWqXiYu2n1ZCV2xK9ntxDBbHQZPemYbh46X4ncDUG,166,0.0,0.0,0.0,0.0,0,0.0,
5GWxMFe2MZfN6oiWrhc7yReMjfVtDWZJ3dWp1CX8eHpNttt3,228,0.0,0.0,0.0,0.0,0,0.0,
5GQeKcmM3QUgtbHzJoQQ6jP4M4aaMY94LhydA6ur2TxTVfkV,98,0.0,0.0,0.0,0.0,0,0.0,
5D874e4ZpGxXBzw1RLPY2sLmCBnU9nxQjfAtDYcCRGYWDmBt,160,0.0,0.0,0.0,0.0,0,0.0,
5CzAk2Syj8WyimTr6fQMZLp3FMjDS6cjDXF3em3vQSqDwzYB,251,0.0,0.0,0.0,0.0,0,0.0,
5HpRdpAMLdxESMkewx2PVKAdv1Dvaj2VtKJoXaDwfR3bsEvV,232,0.0,0.0,0.0,0.0,0,0.0,
5GWKiiudZ5AePoLA6HxH9HwF3p8Q98o1Q6tRKepsp4EouRak,18,0.0,0.0,0.0,0.0,0,0.0,
5EKtvzbEvYZPRJdo42ug7mWrHdt4AurCNMs5CAefuBHfQmhq,0,0.0,0.0,0.0,0.0,0,0.0,
5DP43KenyT1PCkGmAteeyN9YSFVa6ZHdZSSaEbEPqaFYHXYB,216,0.0,0.0,0.0,0.0,0,0.0,
5E1qZJXapoZNvsqUM9Z2z8n17327af1CYaZ2LqxXxycXLVAE,139,0.0,0.0,0.0,0.0,0,0.0,
5EEfZuY6uhJXi64eCeMWr221grq2vk4stcMsWWUorTkzkeoS,124,0.0,0.0,0.0,0.0,0,0.0,
5HSrzDmYiTRf1m4YqbznRS72wy9iD1EgnX7VUKawSQ7VSQx4,38,0.0,0.0,0.0,0.0,0,0.0,
5GUMh9wSyEFZvNnNdc5NvkecVnqeMco7JHwDWV4fnWigngMA,28,0.0,0.0,0.0,0.0,0,0.0,
5FH66CVdsETLPdfVqmfS275fjigt211nm2mimohUwQGCKMmj,67,0.0,0.0,0.0,0.0,0,0.0,
5EqBqMAvjZnNQi1jf1tpZ2Zj9dtKAVaMLon8UfAR3aqPj6qU,152,0.0,0.0,0.0,0.0,0,0.0,
5CVYgPHaVjEFbHKWEDDHEY9sUdnhbjqkmGPbTKDDrYebePdW,126,0.0,0.0,0.0,0.0,0,0.0,
5HQL3o6PS6egdxSLvmyGqSGpwxh1ojXhKGjdRTHXiEDdcwZN,142,0.0,0.0,0.0,0.0,0,0.0,
5DnXbsrDRfjyN3tsPLLM4aduJrV7BiZ4RruA1CpMc84ncCsH,56,0.0,0.0,0.0,0.0,0,0.0,
5DCyemiY2KBd3b4hhVLGYmM99MNZgNNZk6VNPVcvrPYMXt9C,75,0.0,0.0,0.0,0.0,0,0.0,
5HWEdB75oQN8WnbmuUxF9AYeZ4aXAFFLjL7WHQ7wNMmnwCv1,200,0.0,0.0,0.0,0.0,0,0.0,
5GGbj2uwFXs5tVPJhmSKDxcaT4fFhbyNAky7AgUemhTjBYAp,215,0.0,0.0,0.0,0.0,0,0.0,
5FZdeBT7vrCLGEKW8FDhpiT2c1hXg9E1bibQLgGShzbWbrZZ,201,0.0,0.0,0.0,0.0,0,0.0,
5DUEMEBMP64qHfR8YKRBtNS338uegXdAqq4sDZN95Mi64MUV,84,0.0,0.0,0.0,0.0,0,0.0,
5Ci5t4vPK3eCGhFWneB58fodg3x9oS2m8seKoDApFKUqyw4e,127,0.0,0.0,0.0,0.0,0,0.0,
5FUgbsrUsqdaH5AusRZHhXfhcPaWAbaennkegLKPjnkc56CG,48,0.0,0.0,0.0,0.0,0,0.0,
5H93dHnKR1cMaWmzcYm4d5ZtSiiRQ5QnegBR95zGqdWmB7Hs,189,0.0,0.0,0.0,0.0,0,0.0,
5Cg1KVT1YzYBzVAbJPcj1oWXmWYHb2AeKvnJ4eCaR1mH5eTG,220,0.0,0.0,0.0,0.0,0,0.0,
5HB67c61fvbJc7m5Yf6XPRS7zuDqhXMXRj9fHDSotztLSpY1,49,0.0,0.0,0.0,0.0,0,0.0,
5HBK3g2PURYZ99ufLRCfoqEga6ScT8KzVerxk54BELF7hZvu,165,0.0,0.0,0.0,0.0,0,0.0,
5FLLxs5z9zDkiRBW9ThT4htaVTFb5z3HG5naM1cwGW6HvLD6,72,0.0,0.0,0.0,0.0,0,0.0,
5GQcM9DVh8N4iAwDDQirL8j8VY5DJXR51QiPispRWmbwNP38,91,0.0,0.0,0.0,0.0,0,0.0,
5FpxsgcX9nXBbwkGs8ZNuTXcixCPv8nBYjFQ1kgezhjAzZyx,64,0.0,0.0,0.0,0.0,0,0.0,
5H3ihF7NwF4sGmCYeXFNJ4pT2HHGZJzVzxbVeBSiqAFF3Nz8,239,0.0,0.0,0.0,0.0,0,0.0,
5EtWcAz8m7u8J9LSRGSybSP9CxU4f4ZYswSwhJTtzfyHwguY,144,0.0,0.0,0.0,0.0,0,0.0,
5D8DwsFrRhrgdoCgoXGkjcs7NtfM79rpzdSfiyJ2qYi72D85,89,0.0,0.0,0.0,0.0,0,0.0,
5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,69,0.0,0.0,0.0,0.0,0,0.0,
5EUhUzVw2hC5okDipfR1B2vtDErgfaFkEkK2LwjyK4qpJc3b,50,0.0,0.0,0.0,0.0,0,0.0,
5DxseuXED8m813sX21yUTpTQVCkTKaXYQ8uqttTj3stoiLQH,224,0.0,0.0,0.0,0.0,0,0.0,
5HMe9gQobn753gZKvSnieL24aJF6QCm7QHAdHEj2f2PpXv8b,47,0.0,0.0,0.0,0.0,0,0.0,
5Di4imNtTQS1qVAgF71vYQS1Xazdfg3jdBuxgmFjFU7a63sb,73,0.0,0.0,0.0,0.0,0,0.0,
5CerCWxuYmRRhxS35EfXRshpzgX6xY6zqzX8b6pCECyqgWht,61,0.0,0.0,0.0,0.0,0,0.0,
5ECwnUM38pQtzgtLH8AcFAhmGUk5LvHiKKQVd9zCDX2jiykC,244,0.0,0.0,0.0,0.0,0,0.0,
5GQjgqKPGb76jY1MmmxCJTTaAkUEDXMAkX4h39v247bFnLph,122,0.0,0.0,0.0,0.0,0,0.0,
5Fk6jksEEuQyJyJec6CHW3qwNMGP9fuiwVzguVhUdhjZyyLY,12,0.0,0.0,0.0,0.0,0,0.0,
5CChYaencw5dp1gVkE1mjLVTpZBMt2ZjJQbxisUbzma6HHwU,194,0.0,0.0,0.0,0.0,0,0.0,
5FecqXhFaDH1b3aHUicugyf2W6iu2eqnXreDQvZkEvtGwv2V,123,0.0,0.0,0.0,0.0,0,0.0,
5HE7d4Ws9sV1n7WCVKoZLyf6j5nRHvLhV2A5FurCta46A6Ey,227,0.0,0.0,0.0,0.0,0,0.0,
5E5DrPjvzmSeuff5i8tfNcG7MUcqJDLP2b7gXB62A85S48Ro,57,0.0,0.0,0.0,0.0,0,0.0,
5Epwbyif7k8Gi2dioBo5yy6ppi9aL5BsBisH6yyQyc7poRmQ,138,0.0,0.0,0.0,0.0,0,0.0,
5E2KK6DQv8VjgunR9QZfbTCTBuaq3Zf7gG4KcDzaR8mKitKR,19,0.0,0.0,0.0,0.0,0,0.0,
5HBYrtiUR8pRGj4ZvU2qbWoKKchrHqnHHWio3JbpSt71jpxL,60,0.0,0.0,0.0,0.0,0,0.0,
5Ek5RajKWP9i3jf4t57Zg5AgNCNn7qF3zMSndTsqMdXFh1rc,105,0.0,0.0,0.0,0.0,0,0.0,
5DhzqmmkD99d8MFbEEFgtQYSUWyYHRLNJKpVjYQFn5d6hJsv,148,0.0,0.0,0.0,0.0,0,0.0,
5CaMWsE9urva1TT4xLTK2oBTpdni7oQibqrq5uXojdcLtmvv,242,0.0,0.0,0.0,0.0,0,0.0,
5DvibLM6VQ6QrG19D3bCEJcTxwsEcUN1ryji5VGFMzDkm1jL,147,0.0,0.0,0.0,0.0,0,0.0,
5GzhWTXprfo9BVL6rpLSEnnnmeTc6jHUvtXJknut6sER6orc,130,0.0,0.0,0.0,0.0,0,0.0,
5HH7PpodoTBiTjRWmebNaDVd75MBbbgFQKziYwnKPsZa4FAE,190,0.0,0.0,0.0,0.0,0,0.0,
